Fecha,Hora,WS
2022-01-15,5,0.063
2022-01-15,6,0.292
2022-01-15,7,0.235
2022-01-15,8,0.64
2022-01-15,9,0.882
2022-01-15,10,0.636
2022-01-15,11,1.112
2022-01-15,12,0.955
2022-01-15,13,2.407
2022-01-15,14,1.499
2022-01-15,15,1.646
2022-01-15,16,1.848
2022-01-15,17,1.706
2022-01-15,18,1.652
2022-01-15,19,0.942
2022-01-15,20,1.783
2022-01-15,21,6.142
2022-01-15,22,6.109
2022-01-15,23,5.828
2022-01-16,0,5.396
2022-01-16,1,4.324
2022-01-16,2,4.525
2022-01-16,3,4.249
2022-01-16,4,4.599
2022-01-16,5,4.856
2022-01-16,6,3.659
2022-01-16,7,3.424
2022-01-16,8,3.921
2022-01-16,9,4.417
2022-01-16,10,4.5
2022-01-16,11,3.761
2022-01-16,12,3.104
2022-01-16,13,2.125
2022-01-16,14,1.368
2022-01-16,15,2.174
2022-01-16,16,2.308
2022-01-16,17,1.815
2022-01-16,18,1.936
2022-01-16,19,1.565
2022-01-16,20,1.017
2022-01-16,21,0.27
2022-01-16,22,0.385
2022-01-16,23,0.791
2022-01-17,0,0.935
2022-01-17,1,1.367
2022-01-17,2,1.93
2022-01-17,3,1.059
2022-01-17,4,0.602
2022-01-17,5,0.187
2022-01-17,6,1.139
2022-01-17,7,1.718
2022-01-17,8,1.275
2022-01-17,9,0.322
2022-01-17,10,0.51
2022-01-17,11,0.616
2022-01-17,12,1.284
2022-01-17,13,1.376
2022-01-17,14,1.996
2022-01-17,15,1.591
2022-01-17,16,1.154
2022-01-17,17,1.648
2022-01-17,18,1.052
2022-01-17,19,1.857
2022-01-17,20,2.904
2022-01-17,21,1.185
2022-01-17,22,0.502
2022-01-17,23,0.336
2022-01-18,0,0.483
2022-01-18,1,0.979
2022-01-18,2,1.224
2022-01-18,3,0.653
2022-01-18,4,0.964
2022-01-18,5,1.852
2022-01-18,6,1.152
2022-01-18,7,0.787
2022-01-18,8,1.013
2022-01-18,9,0.838
2022-01-18,10,0.819
2022-01-18,11,1.89
2022-01-18,12,2.057
2022-01-18,13,2.481
2022-01-18,14,3.173
2022-01-18,15,3.95
2022-01-18,16,4.18
2022-01-18,17,4.028
2022-01-18,18,3.547
2022-01-18,19,2.128
2022-01-18,20,0.618
2022-01-18,21,1.666
2022-01-18,22,1.653
2022-01-18,23,2.02
2022-01-19,0,2.994
2022-01-19,1,1.33
2022-01-19,2,1.557
2022-01-19,3,1.149
2022-01-19,4,0.875
2022-01-19,5,1.109
2022-01-19,6,0.311
2022-01-19,7,0.596
2022-01-19,8,1.72
2022-01-19,9,1.143
2022-01-19,10,0.707
2022-01-19,11,0.563
2022-01-19,12,2.208
2022-01-19,13,2.373
2022-01-19,14,2.146
2022-01-19,15,1.538
2022-01-19,16,1.493
2022-01-19,17,0.935
2022-01-19,18,1.808
2022-01-19,19,0.422
2022-01-19,20,0.597
2022-01-19,21,0.249
2022-01-19,22,0.286
2022-01-19,23,0.49
2022-01-20,0,0.723
2022-01-20,1,0.403
2022-01-20,2,0.526
2022-01-20,3,1.23
2022-01-20,4,0.654
2022-01-20,5,0.391
2022-01-20,6,0.676
2022-01-20,7,1.191
2022-01-20,8,0.449
2022-01-20,9,0.021
2022-01-20,10,0.574
2022-01-20,11,0.932
2022-01-20,12,0.473
2022-01-20,13,0.608
2022-01-20,14,2.153
2022-01-20,15,1.107
2022-01-20,16,1.165
2022-01-20,17,1.205
2022-01-20,18,2.173
2022-01-20,19,2.797
2022-01-20,20,2.57
2022-01-20,21,2.758
2022-01-20,22,0.539
2022-01-20,23,0.31
2022-01-21,0,0.349
2022-01-21,1,0.605
2022-01-21,2,1.317
2022-01-21,3,3.605
2022-01-21,4,2.062
2022-01-21,5,0.601
2022-01-21,6,0.288
2022-01-21,7,0.127
2022-01-21,8,0.275
2022-01-21,9,0.101
2022-01-21,10,0.165
2022-01-21,11,0.634
2022-01-21,12,1.03
2022-01-21,13,1.714
2022-01-21,14,1.114
2022-01-21,15,1.201
2022-01-21,16,2.324
2022-01-21,17,4.403
2022-01-21,18,4.226
2022-01-21,19,3.245
2022-01-21,20,2.635
2022-01-21,21,1.136
2022-01-21,22,0.13
2022-01-21,23,0.172
2022-01-22,0,0.261
2022-01-22,1,0.163
2022-01-22,2,0.551
2022-01-22,3,1.475
2022-01-22,4,0.882
2022-01-22,5,0.331
2022-01-22,6,0.402
2022-01-22,7,0.861
2022-01-22,8,0.23
2022-01-22,9,0.281
2022-01-22,10,0.991
2022-01-22,11,1.982
2022-01-22,12,3.27
2022-01-22,13,4.518
2022-01-22,14,5.086
2022-01-22,15,5.189
2022-01-22,16,5.64
2022-01-22,17,3.57
2022-01-22,18,3.805
2022-01-22,19,3.211
2022-01-22,20,1.977
2022-01-22,21,0.315
2022-01-22,22,0.064
2022-01-22,23,0.37
2022-01-23,0,0.27
2022-01-23,1,2.527
2022-01-23,2,2.3
2022-01-23,3,2.696
2022-01-23,4,2.446
2022-01-23,5,2.53
2022-01-23,6,2.148
2022-01-23,7,2.021
2022-01-23,8,2.487
2022-01-23,9,2.759
2022-01-23,10,2.401
2022-01-23,11,1.143
2022-01-23,12,1.297
2022-01-23,13,2.376
2022-01-23,14,3.586
2022-01-23,15,4.196
2022-01-23,16,4.59
2022-01-23,17,4.587
2022-01-23,18,4.973
2022-01-23,19,4.047
2022-01-23,20,2.979
2022-01-23,21,2.367
2022-01-23,22,2.46
2022-01-23,23,1.349
2022-01-24,0,1.016
2022-01-24,1,1.729
2022-01-24,2,0.66
2022-01-24,3,1.015
2022-01-24,4,0.313
2022-01-24,5,0.233
2022-01-24,6,0.218
2022-01-24,7,0.279
2022-01-24,8,1.764
2022-01-24,9,2.644
2022-01-24,10,3.782
2022-01-24,11,4.601
2022-01-24,12,7.496
2022-01-24,13,8.858
2022-01-24,14,8.012
2022-01-24,15,7.663
2022-01-24,16,7.204
2022-01-24,17,7.069
2022-01-24,18,6.778
2022-01-24,19,6.788
2022-01-24,20,6.158
2022-01-24,21,3.71
2022-01-24,22,2.591
2022-01-24,23,2.243
2022-01-25,0,1.86
2022-01-25,1,0.983
2022-01-25,2,1.753
2022-01-25,3,1.708
2022-01-25,4,2.627
2022-01-25,5,2.704
2022-01-25,6,1.937
2022-01-25,7,1.845
2022-01-25,8,1.404
2022-01-25,9,1.923
2022-01-25,10,2.739
2022-01-25,11,2.66
2022-01-25,12,2.919
2022-01-25,13,3.609
2022-01-25,14,4.283
2022-01-25,15,4.84
2022-01-25,16,5.113
2022-01-25,17,4.049
2022-01-25,18,3.522
2022-01-25,19,2.201
2022-01-25,20,1.398
2022-01-25,21,0.835
2022-01-25,22,0.575
2022-01-25,23,0.382
2022-01-26,0,0.845
2022-01-26,1,1.053
2022-01-26,2,1.188
2022-01-26,3,0.075
2022-01-26,4,0.681
2022-01-26,5,0.961
2022-01-26,6,0.205
2022-01-26,7,0.079
2022-01-26,8,0.449
2022-01-26,9,0.428
2022-01-26,10,1.352
2022-01-26,11,2.071
2022-01-26,12,4.104
2022-01-26,13,5.029
2022-01-26,14,3.772
2022-01-26,15,3.453
2022-01-26,16,3.78
2022-01-26,17,3.788
2022-01-26,18,3.703
2022-01-26,19,2.664
2022-01-26,20,1.334
2022-01-26,21,0.856
2022-01-26,22,0.692
2022-01-26,23,0.299
2022-01-27,0,0.358
2022-01-27,1,0.581
2022-01-27,2,0.479
2022-01-27,3,0.35
2022-01-27,4,0.329
2022-01-27,5,0.294
2022-01-27,6,0.12
2022-01-27,7,0.027
2022-01-27,8,0.642
2022-01-27,9,0.609
2022-01-27,10,1.476
2022-01-27,11,1.752
2022-01-27,12,2.69
2022-01-27,13,2.769
2022-01-27,14,3.637
2022-01-27,15,4.634
2022-01-27,16,4.56
2022-01-27,17,4.519
2022-01-27,18,3.88
2022-01-27,19,2.431
2022-01-27,20,1.272
2022-01-27,21,1.354
2022-01-27,22,0.401
2022-01-27,23,0.552
2022-01-28,0,0.46
2022-01-28,1,0.584
2022-01-28,2,0.529
2022-01-28,3,0.383
2022-01-28,4,0.366
2022-01-28,5,0.252
2022-01-28,6,0.671
2022-01-28,7,0.9
2022-01-28,8,0.675
2022-01-28,9,0.699
2022-01-28,10,0.78
2022-01-28,11,1.191
2022-01-28,12,1.023
2022-01-28,13,1.59
2022-01-28,14,1.693
2022-01-28,15,1.7
2022-01-28,16,2.255
2022-01-28,17,1.784
2022-01-28,18,1.252
2022-01-28,19,1.364
2022-01-28,20,4.783
2022-01-28,21,5.099
2022-01-28,22,2.171
2022-01-28,23,1.568
2022-01-29,0,1.903
2022-01-29,1,2.405
2022-01-29,2,2.205
2022-01-29,3,1.804
2022-01-29,4,1.787
2022-01-29,5,2.282
2022-01-29,6,2.659
2022-01-29,7,2.926
2022-01-29,8,2.232
2022-01-29,9,2.485
2022-01-29,10,2.541
2022-01-29,11,2.355
2022-01-29,12,2.245
2022-01-29,13,2.116
2022-01-29,14,1.566
2022-01-29,15,1.205
2022-01-29,16,1.139
2022-01-29,17,1.093
2022-01-29,18,1.457
2022-01-29,19,2.453
2022-01-29,20,1.632
2022-01-29,21,0.693
2022-01-29,22,0.737
2022-01-29,23,2.12
2022-01-30,0,1.66
2022-01-30,1,1.808
2022-01-30,2,2.56
2022-01-30,3,1.624
2022-01-30,4,1.725
2022-01-30,5,0.677
2022-01-30,6,1.459
2022-01-30,7,1.202
2022-01-30,8,1.239
2022-01-30,9,1.319
2022-01-30,10,0.678
2022-01-30,11,1.432
2022-01-30,12,1.916
2022-01-30,13,1.843
2022-01-30,14,5.78
2022-01-30,15,5.327
2022-01-30,16,4.948
2022-01-30,17,5.33
2022-01-30,18,5.713
2022-01-30,19,4.735
2022-01-30,20,3.485
2022-01-30,21,4.208
2022-01-30,22,4.326
2022-01-30,23,4.498
2022-01-31,0,4.875
2022-01-31,1,4.521
2022-01-31,2,4.21
2022-01-31,3,2.103
2022-01-31,4,1.475
2022-01-31,5,1.392
2022-01-31,6,0.504
2022-01-31,7,0.503
2022-01-31,8,0.17
2022-01-31,9,0.698
2022-01-31,10,1.679
2022-01-31,11,1.474
2022-01-31,12,3.631
2022-01-31,13,5.981
2022-01-31,14,6.091
2022-01-31,15,5.812
2022-01-31,16,6.607
2022-01-31,17,6.211
2022-01-31,18,6.334
2022-01-31,19,4.987
2022-01-31,20,3.734
2022-01-31,21,2.972
2022-01-31,22,2.002
2022-01-31,23,2.393
2022-02-01,0,3.233
2022-02-01,1,3.115
2022-02-01,2,0.968
2022-02-01,3,0.602
2022-02-01,4,0.663
2022-02-01,5,0.311
2022-02-01,6,0.344
2022-02-01,7,0.248
2022-02-01,8,0.562
2022-02-01,9,0.16
2022-02-01,10,0.986
2022-02-01,11,2.198
2022-02-01,12,2.266
2022-02-01,13,3.654
2022-02-01,14,5.756
2022-02-01,15,5.681
2022-02-01,16,4.734
2022-02-01,17,4.93
2022-02-01,18,4.965
2022-02-01,19,4.535
2022-02-01,20,2.533
2022-02-01,21,1.873
2022-02-01,22,1.21
2022-02-01,23,0.402
2022-02-02,0,1.175
2022-02-02,1,0.411
2022-02-02,2,0.891
2022-02-02,3,0.853
2022-02-02,4,0.929
2022-02-02,5,0.257
2022-02-02,6,0.256
2022-02-02,7,0.075
2022-02-02,8,0.211
2022-02-02,9,0.526
2022-02-02,10,2.371
2022-02-02,11,2.784
2022-02-02,12,3.084
2022-02-02,13,3.333
2022-02-02,14,3.331
2022-02-02,15,3.889
2022-02-02,16,4.052
2022-02-02,17,4.764
2022-02-02,18,4.832
2022-02-02,19,3.693
2022-02-02,20,3.241
2022-02-02,21,2.71
2022-02-02,22,2.092
2022-02-02,23,1.493
2022-02-03,0,2.218
2022-02-03,1,2.873
2022-02-03,2,2.362
2022-02-03,3,2.644
2022-02-03,4,0.96
2022-02-03,5,0.459
2022-02-03,6,0.948
2022-02-03,7,0.463
2022-02-03,8,0.486
2022-02-03,9,0.954
2022-02-03,10,3.078
2022-02-03,11,4.552
2022-02-03,12,4.181
2022-02-03,13,5.049
2022-02-03,14,5.442
2022-02-03,15,6.211
2022-02-03,16,5.799
2022-02-03,17,5.971
2022-02-03,18,5.612
2022-02-03,19,3.937
2022-02-03,20,3.179
2022-02-03,21,2.439
2022-02-03,22,1.753
2022-02-03,23,1.413
2022-02-04,0,0.299
2022-02-04,1,0.304
2022-02-04,2,1.06
2022-02-04,3,0.652
2022-02-04,4,0.415
2022-02-04,5,0.183
2022-02-04,6,0.177
2022-02-04,7,0.637
2022-02-04,8,0.863
2022-02-04,9,0.146
2022-02-04,10,0.419
2022-02-04,11,0.836
2022-02-04,12,1.706
2022-02-04,13,1.93
2022-02-04,14,2.154
2022-02-04,15,3.901
2022-02-04,16,2.867
2022-02-04,17,3.39
2022-02-04,18,2.708
2022-02-04,19,2.678
2022-02-04,20,0.55
2022-02-04,21,1.711
2022-02-04,22,1.806
2022-02-04,23,5.61
2022-02-05,0,5.7
2022-02-05,1,5.438
2022-02-05,2,4.795
2022-02-05,3,5.035
2022-02-05,4,5.036
2022-02-05,5,4.989
2022-02-05,6,4.65
2022-02-05,7,4.29
2022-02-05,8,3.792
2022-02-05,9,4.315
2022-02-05,10,3.863
2022-02-05,11,3.349
2022-02-05,12,2.8
2022-02-05,13,2.14
2022-02-05,14,1.46
2022-02-05,15,2.058
2022-02-05,16,3.268
2022-02-05,17,3.311
2022-02-05,18,2.232
2022-02-05,19,2.547
2022-02-05,20,1.409
2022-02-05,21,0.994
2022-02-05,22,0.763
2022-02-05,23,0.274
2022-02-06,0,0.416
2022-02-06,1,1.404
2022-02-06,2,0.449
2022-02-06,3,0.115
2022-02-06,4,0.345
2022-02-06,5,0.541
2022-02-06,6,0.376
2022-02-06,7,0.256
2022-02-06,8,0.513
2022-02-06,9,0.502
2022-02-06,10,1.459
2022-02-06,11,1.5
2022-02-06,12,2.638
2022-02-06,13,4.038
2022-02-06,14,4.944
2022-02-06,15,7.022
2022-02-06,16,6.947
2022-02-06,17,6.739
2022-02-06,18,6.486
2022-02-06,19,5.044
2022-02-06,20,3.511
2022-02-06,21,2.056
2022-02-06,22,2.093
2022-02-06,23,1.838
2022-02-07,0,1.507
2022-02-07,1,0.953
2022-02-07,2,0.867
2022-02-07,3,0.261
2022-02-07,4,0.491
2022-02-07,5,0.115
2022-02-07,6,0.068
2022-02-07,7,1.097
2022-02-07,8,1.218
2022-02-07,9,0.216
2022-02-07,10,0.793
2022-02-07,11,0.963
2022-02-07,12,2.401
2022-02-07,13,4.885
2022-02-07,14,5.154
2022-02-07,15,3.826
2022-02-07,16,3.388
2022-02-07,17,5.562
2022-02-07,18,3.629
2022-02-07,19,4.094
2022-02-07,20,2.111
2022-02-07,21,3.52
2022-02-07,22,5.883
2022-02-07,23,5.767
2022-02-08,0,5.457
2022-02-08,1,4.768
2022-02-08,2,5.036
2022-02-08,3,4.728
2022-02-08,4,4.417
2022-02-08,5,4.69
2022-02-08,6,4.061
2022-02-08,7,4.264
2022-02-08,8,4.431
2022-02-08,9,4.529
2022-02-08,10,4.211
2022-02-08,11,3.455
2022-02-08,12,2.883
2022-02-08,13,1.967
2022-02-08,14,1.767
2022-02-08,15,2.418
2022-02-08,16,2.58
2022-02-08,17,2.232
2022-02-08,18,3.048
2022-02-08,19,2.383
2022-02-08,20,1.462
2022-02-08,21,0.478
2022-02-08,22,1.333
2022-02-08,23,2.438
2022-02-09,0,2.214
2022-02-09,1,2.863
2022-02-09,2,2.105
2022-02-09,3,1.239
2022-02-09,4,1.903
2022-02-09,5,0.599
2022-02-09,6,1.601
2022-02-09,7,1.292
2022-02-09,8,0.577
2022-02-09,9,1.005
2022-02-09,10,1.069
2022-02-09,11,0.874
2022-02-09,12,1.541
2022-02-09,13,2.707
2022-02-09,14,3.2
2022-02-09,15,3.163
2022-02-09,16,3.522
2022-02-09,17,3.525
2022-02-09,18,2.952
2022-02-11,0,1.039
2022-02-11,1,0.578
2022-02-11,2,0.183
2022-02-11,3,0.454
2022-02-11,4,0.314
2022-02-11,5,0.269
2022-02-11,6,1.338
2022-02-11,7,1.157
2022-02-11,8,2.048
2022-02-11,9,0.867
2022-02-11,10,0.959
2022-02-11,11,0.755
2022-02-11,12,2.098
2022-02-11,13,3.442
2022-02-11,14,3.521
2022-02-11,15,4.003
2022-02-11,16,4.409
2022-02-11,17,4.048
2022-02-11,18,3.0
2022-02-11,19,3.557
2022-02-11,20,2.776
2022-02-11,21,1.855
2022-02-11,22,0.367
2022-02-11,23,0.562
2022-02-12,0,0.687
2022-02-12,1,0.585
2022-02-12,2,0.706
2022-02-12,3,0.296
2022-02-12,4,0.266
2022-02-12,5,0.241
2022-02-12,6,1.304
2022-02-12,7,1.533
2022-02-12,8,1.912
2022-02-12,9,1.394
2022-02-12,10,0.883
2022-02-12,11,1.174
2022-02-12,12,1.431
2022-02-12,13,1.514
2022-02-12,14,2.299
2022-02-12,15,1.227
2022-02-12,16,1.741
2022-02-12,17,1.485
2022-02-12,18,1.402
2022-02-12,19,1.206
2022-02-12,20,1.017
2022-02-12,21,0.993
2022-02-12,22,1.148
2022-02-12,23,2.497
2022-02-13,0,2.674
2022-02-13,1,3.416
2022-02-13,2,3.997
2022-02-13,3,4.031
2022-02-13,4,4.174
2022-02-13,5,4.521
2022-02-13,6,3.798
2022-02-13,7,2.684
2022-02-13,8,2.951
2022-02-13,9,3.242
2022-02-13,10,3.451
2022-02-13,11,3.763
2022-02-13,12,4.054
2022-02-13,13,3.507
2022-02-13,14,2.788
2022-02-13,15,3.023
2022-02-13,16,2.082
2022-02-13,17,2.488
2022-02-13,18,1.66
2022-02-13,19,2.335
2022-02-13,20,4.144
2022-02-13,21,4.138
2022-02-13,22,4.609
2022-02-13,23,4.594
2022-02-14,0,4.036
2022-02-14,1,3.439
2022-02-14,2,2.943
2022-02-14,3,3.265
2022-02-14,4,2.7
2022-02-14,5,2.968
2022-02-14,6,2.669
2022-02-14,7,2.003
2022-02-14,8,2.42
2022-02-14,9,2.298
2022-02-14,10,2.444
2022-02-14,11,1.933
2022-02-14,12,1.72
2022-02-14,13,1.173
2022-02-14,14,0.842
2022-02-14,15,0.919
2022-02-14,16,1.0
2022-02-14,17,0.584
2022-02-14,18,0.467
2022-02-14,19,0.261
2022-02-14,20,1.014
2022-02-14,21,1.444
2022-02-14,22,1.407
2022-02-14,23,2.543
2022-02-15,0,3.181
2022-02-15,1,2.335
2022-02-15,2,1.139
2022-02-15,3,1.684
2022-02-15,4,1.448
2022-02-15,5,1.491
2022-02-15,6,1.645
2022-02-15,7,1.144
2022-02-15,8,0.835
2022-02-15,9,0.18
2022-02-15,10,0.632
2022-02-15,11,1.484
2022-02-15,12,2.016
2022-02-15,13,2.437
2022-02-15,14,2.338
2022-02-15,15,2.004
2022-02-15,16,2.835
2022-02-15,17,2.857
2022-02-15,18,2.681
2022-02-15,19,2.507
2022-02-15,20,1.184
2022-02-15,21,1.216
2022-02-15,22,0.506
2022-02-15,23,0.726
2022-02-16,0,0.553
2022-02-16,1,0.574
2022-02-16,2,1.07
2022-02-16,3,0.591
2022-02-16,4,0.146
2022-02-16,5,0.179
2022-02-16,6,0.339
2022-02-16,7,0.648
2022-02-16,8,0.415
2022-02-16,9,0.2
2022-02-16,10,1.223
2022-02-16,11,1.97
2022-02-16,12,2.919
2022-02-16,13,3.294
2022-02-16,14,3.974
2022-02-16,15,5.704
2022-02-16,16,5.735
2022-02-16,17,6.318
2022-02-16,18,6.39
2022-02-16,19,5.624
2022-02-16,20,4.441
2022-02-16,21,3.352
2022-02-16,22,3.321
2022-02-16,23,2.985
2022-02-17,0,1.687
2022-02-17,1,2.347
2022-02-17,2,0.728
2022-02-17,3,0.432
2022-02-17,4,0.553
2022-02-17,5,0.297
2022-02-17,6,0.666
2022-02-17,7,0.485
2022-02-17,8,0.944
2022-02-17,9,2.055
2022-02-17,10,2.723
2022-02-17,11,3.303
2022-02-17,12,3.844
2022-02-17,13,5.28
2022-02-17,14,5.264
2022-02-17,15,5.794
2022-02-17,16,5.144
2022-02-17,17,5.165
2022-02-17,18,4.859
2022-02-17,19,3.735
2022-02-17,20,2.837
2022-02-17,21,2.09
2022-02-17,22,1.413
2022-02-17,23,0.89
2022-02-18,0,0.663
2022-02-18,1,1.072
2022-02-18,2,2.186
2022-02-18,3,1.368
2022-02-18,4,1.144
2022-02-18,5,1.455
2022-02-18,6,0.922
2022-02-18,7,1.376
2022-02-18,8,1.178
2022-02-18,9,1.195
2022-02-18,10,0.651
2022-02-18,11,2.078
2022-02-18,12,2.539
2022-02-18,13,3.324
2022-02-18,14,3.674
