Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Aguascalientes (agsc), Aguascalientes
Lat 21.9157 N, Lon 102.319 W, Alt 1868 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s,deg,mm,hPa,W/m^2
2023-06-01 00:00:00,23.77,17.89,2.299,5.96,235.1,0.0,813.759,-2.3
2023-06-01 01:00:00,22.49,20.9,1.814,6.75,233.9,0.0,813.518,-1.9
2023-06-01 02:00:00,20.94,20.26,3.606,7.93,194.0,0.0,813.697,-0.7
2023-06-01 03:00:00,19.47,23.06,2.418,4.46,164.2,0.0,813.531,-1.5
2023-06-01 04:00:00,18.91,27.1,2.271,3.9,156.6,0.0,813.612,-1.6
2023-06-01 05:00:00,17.73,35.04,1.861,3.67,173.6,0.0,813.87,-1.3
2023-06-01 06:00:00,15.95,39.99,1.397,3.13,199.5,0.0,814.417,-0.6
2023-06-01 07:00:00,15.79,44.41,1.233,2.39,192.6,0.0,814.983,57.4
2023-06-01 08:00:00,17.88,44.06,1.409,3.51,195.0,0.0,815.485,267.0
2023-06-01 09:00:00,20.81,38.77,2.478,4.65,194.7,0.0,815.828,520.0
2023-06-01 10:00:00,23.62,30.95,2.868,7.95,184.8,0.0,815.977,748.1
2023-06-01 11:00:00,26.07,24.54,3.541,6.21,204.1,0.0,815.824,920.0
2023-06-01 12:00:00,28.68,15.17,4.151,8.41,253.6,0.0,815.44,1043.9
2023-06-01 13:00:00,30.49,10.06,3.972,8.64,259.1,0.0,814.839,1092.0
2023-06-01 14:00:00,31.57,10.69,3.674,7.7,267.4,0.0,814.114,1066.3
2023-06-01 15:00:00,32.2,10.52,3.487,8.42,241.6,0.0,813.453,978.6
2023-06-01 16:00:00,32.84,9.94,3.985,12.7,223.3,0.0,812.624,834.9
2023-06-01 17:00:00,33.52,9.29,3.795,7.7,231.5,0.0,812.047,636.9
2023-06-01 18:00:00,33.58,8.98,3.114,6.07,245.9,0.0,811.936,409.0
2023-06-01 19:00:00,32.85,8.85,2.866,7.11,243.1,0.0,812.103,169.2
2023-06-01 20:00:00,30.89,10.46,2.789,5.59,248.3,0.0,812.681,11.5
2023-06-01 21:00:00,28.63,14.52,1.992,4.87,208.7,0.0,813.225,-1.7
2023-06-01 22:00:00,27.1,15.67,2.952,5.26,221.1,0.0,813.821,-2.2
2023-06-01 23:00:00,27.13,14.95,3.017,8.18,242.3,0.0,814.435,-1.9
2023-06-02 00:00:00,25.32,19.31,1.946,5.61,227.4,0.0,814.553,-1.3
2023-06-02 01:00:00,24.49,23.07,1.793,5.24,239.5,0.0,814.642,-2.2
2023-06-02 02:00:00,22.9,24.12,1.661,5.94,162.5,0.0,814.849,-1.0
2023-06-02 03:00:00,20.73,29.39,2.154,3.99,184.3,0.0,814.691,-1.5
2023-06-02 04:00:00,19.44,31.61,2.644,3.63,194.8,0.0,814.726,-1.2
2023-06-02 05:00:00,18.2,35.24,1.904,2.98,193.7,0.0,815.027,-1.3
2023-06-02 06:00:00,17.44,39.42,1.596,2.66,197.0,0.0,815.19,-1.1
2023-06-02 07:00:00,17.09,40.66,1.199,2.55,248.7,0.0,815.68,55.8
2023-06-02 08:00:00,18.23,37.23,1.092,2.1,355.0,0.0,816.0,262.6
2023-06-02 09:00:00,20.63,33.44,1.133,2.29,298.3,0.0,816.225,502.8
2023-06-02 10:00:00,24.01,26.84,1.276,3.84,201.8,0.0,816.364,722.8
2023-06-02 11:00:00,26.48,22.77,1.61,3.59,195.5,0.0,815.884,889.8
2023-06-02 12:00:00,28.76,18.37,1.567,4.02,223.3,0.0,815.243,1016.1
2023-06-02 13:00:00,30.78,16.58,1.49,3.98,212.5,0.0,814.322,1062.2
2023-06-02 14:00:00,32.83,13.73,1.739,5.13,190.1,0.0,813.416,1034.3
2023-06-02 15:00:00,33.43,11.89,2.557,7.94,212.9,0.0,812.588,960.6
2023-06-02 16:00:00,33.97,11.17,3.097,7.47,204.6,0.0,811.789,812.3
2023-06-02 17:00:00,34.43,10.16,3.415,9.83,214.4,0.0,811.059,624.0
2023-06-02 18:00:00,34.33,8.88,3.499,7.73,236.9,0.0,810.561,383.4
2023-06-02 19:00:00,33.56,9.99,3.671,7.19,235.6,0.0,810.592,124.8
2023-06-02 20:00:00,31.87,11.08,3.009,6.66,249.8,0.0,810.948,6.9
2023-06-02 21:00:00,29.84,11.07,2.967,5.46,273.5,0.0,811.365,-1.2
2023-06-02 22:00:00,28.28,11.73,2.523,4.98,273.3,0.0,812.079,-1.7
2023-06-02 23:00:00,27.67,12.77,1.673,3.96,167.0,0.0,813.397,-2.0
2023-06-03 00:00:00,25.89,15.63,0.822,2.26,356.2,0.0,813.817,-1.4
2023-06-03 01:00:00,24.25,22.7,1.321,2.52,7.4,0.0,813.855,-1.3
2023-06-03 02:00:00,22.15,44.83,1.505,3.02,346.7,0.0,813.89,-0.6
2023-06-03 03:00:00,21.13,60.54,1.506,3.66,24.2,0.0,813.865,-1.2
2023-06-03 04:00:00,20.48,57.75,1.395,3.64,152.7,0.0,813.766,-1.5
2023-06-03 05:00:00,19.8,30.04,1.639,3.1,190.2,0.0,813.742,-1.3
2023-06-03 06:00:00,19.1,34.75,2.21,3.58,191.2,0.0,814.055,-0.9
2023-06-03 07:00:00,17.89,42.45,1.573,2.98,208.4,0.0,814.468,63.4
2023-06-03 08:00:00,19.04,44.75,1.637,3.06,215.3,0.0,814.973,255.8
