"Parámetro","Fecha","Hora","Valor","Unidad"
"VV","2021-03-01","23:00 - 0:00","0.258","m/s"
"VV","2021-03-02","10:00 - 11:00","2.016","m/s"
"VV","2021-03-02","11:00 - 12:00","1.468","m/s"
"VV","2021-03-02","12:00 - 13:00","1.223","m/s"
"VV","2021-03-02","13:00 - 14:00","1.303","m/s"
"VV","2021-03-02","14:00 - 15:00","1.387","m/s"
"VV","2021-03-02","15:00 - 16:00","1.433","m/s"
"VV","2021-03-02","16:00 - 17:00","1.708","m/s"
"VV","2021-03-02","17:00 - 18:00","1.020","m/s"
"VV","2021-03-02","18:00 - 19:00","1.872","m/s"
"VV","2021-03-02","19:00 - 20:00","0.314","m/s"
"VV","2021-03-02","20:00 - 21:00","0.489","m/s"
"VV","2021-03-02","21:00 - 22:00","0.348","m/s"
"VV","2021-03-02","22:00 - 23:00","0.575","m/s"
"VV","2021-03-03","23:00 - 0:00","0.705","m/s"
"VV","2021-03-03","0:00 - 1:00","0.472","m/s"
"VV","2021-03-03","1:00 - 2:00","0.666","m/s"
"VV","2021-03-03","2:00 - 3:00","0.255","m/s"
"VV","2021-03-03","3:00 - 4:00","0.605","m/s"
"VV","2021-03-03","4:00 - 5:00","0.441","m/s"
"VV","2021-03-03","5:00 - 6:00","0.351","m/s"
"VV","2021-03-03","6:00 - 7:00","0.447","m/s"
"VV","2021-03-03","7:00 - 8:00","0.277","m/s"
"VV","2021-03-03","8:00 - 9:00","0.956","m/s"
"VV","2021-03-03","9:00 - 10:00","1.057","m/s"
"VV","2021-03-03","10:00 - 11:00","0.969","m/s"
"VV","2021-03-03","11:00 - 12:00","0.904","m/s"
"VV","2021-03-03","12:00 - 13:00","1.045","m/s"
"VV","2021-03-03","13:00 - 14:00","1.519","m/s"
"VV","2021-03-03","14:00 - 15:00","1.729","m/s"
"VV","2021-03-03","15:00 - 16:00","1.503","m/s"
"VV","2021-03-03","16:00 - 17:00","1.396","m/s"
"VV","2021-03-03","17:00 - 18:00","1.242","m/s"
"VV","2021-03-03","18:00 - 19:00","0.958","m/s"
"VV","2021-03-03","19:00 - 20:00","0.293","m/s"
"VV","2021-03-03","20:00 - 21:00","0.661","m/s"
"VV","2021-03-03","21:00 - 22:00","0.160","m/s"
