Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Aguascalientes (agsc), Aguascalientes
Lat 21.9157 N, Lon 102.319 W, Alt 1868 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s,deg,mm,hPa,W/m^2
2022-04-01 00:00:00,18.53,12.68,1.7,5.3,238.9,0.0,812.553,-2.3
2022-04-01 01:00:00,16.46,14.02,2.828,4.48,193.5,0.0,812.908,-1.0
2022-04-01 02:00:00,15.48,16.36,1.528,3.19,199.1,0.0,812.552,-1.8
2022-04-01 03:00:00,14.74,18.64,2.17,4.02,183.9,0.0,812.391,-1.4
2022-04-01 04:00:00,12.97,21.46,2.016,3.31,203.6,0.0,812.454,-1.0
2022-04-01 05:00:00,12.16,25.05,1.933,2.82,196.1,0.0,812.695,-1.7
2022-04-01 06:00:00,11.43,28.83,1.104,2.23,214.3,0.0,813.091,-1.2
2022-04-01 07:00:00,10.42,34.31,0.928,2.67,333.7,0.0,813.643,4.6
2022-04-01 08:00:00,12.21,30.15,0.889,1.71,18.1,0.0,814.349,154.9
2022-04-01 09:00:00,14.6,30.44,1.301,3.89,216.3,0.0,815.108,421.6
2022-04-01 10:00:00,18.39,26.24,3.814,6.93,189.7,0.0,815.391,671.1
2022-04-01 11:00:00,21.0,21.14,4.949,8.77,199.6,0.0,815.32,873.4
2022-04-01 12:00:00,23.55,14.65,4.257,8.64,197.8,0.0,814.989,1001.0
2022-04-01 13:00:00,25.83,12.48,3.436,9.16,198.3,0.0,814.267,1049.6
2022-04-01 14:00:00,27.58,9.88,3.078,8.32,226.2,0.0,813.547,1024.4
2022-04-01 15:00:00,28.78,7.09,3.814,9.2,237.3,0.0,812.796,951.0
2022-04-01 16:00:00,29.18,6.57,5.4,10.67,272.8,0.0,812.126,820.7
2022-04-01 17:00:00,29.06,6.81,4.986,9.75,268.5,0.0,812.067,594.5
2022-04-01 18:00:00,28.82,6.33,4.636,10.87,257.1,0.0,812.242,341.0
2022-04-01 19:00:00,27.84,6.6,3.752,8.82,252.6,0.0,812.74,94.6
2022-04-01 20:00:00,25.66,8.23,3.731,8.76,263.3,0.0,813.742,0.4
2022-04-01 21:00:00,23.09,11.15,2.527,5.69,269.8,0.0,814.513,-1.1
2022-04-01 22:00:00,21.46,10.34,2.301,5.37,247.9,0.0,815.283,-1.8
2022-04-01 23:00:00,20.75,10.43,1.678,3.87,176.6,0.0,816.015,-2.3
2022-04-02 00:00:00,19.5,12.63,2.904,5.09,267.9,0.0,816.203,-1.6
2022-04-02 01:00:00,18.54,13.32,2.709,5.02,284.1,0.0,816.166,-1.9
2022-04-02 02:00:00,17.97,13.87,2.442,5.15,221.5,0.0,815.877,-0.8
2022-04-02 03:00:00,15.26,17.99,1.344,4.32,192.9,0.0,815.697,-1.5
2022-04-02 04:00:00,14.62,19.99,1.464,2.34,175.2,0.0,815.489,-1.8
2022-04-02 05:00:00,12.42,26.77,1.165,2.16,343.5,0.0,815.768,-0.8
2022-04-02 06:00:00,10.01,30.64,1.362,2.28,355.5,0.0,816.209,-0.7
2022-04-02 07:00:00,9.05,31.99,1.103,2.02,347.0,0.0,816.491,6.0
2022-04-02 08:00:00,10.54,30.98,0.76,1.7,218.5,0.0,817.045,162.3
2022-04-02 09:00:00,15.08,24.21,0.676,2.27,244.1,0.0,817.523,425.4
2022-04-02 10:00:00,19.43,20.4,2.898,5.83,197.7,0.0,817.755,677.4
2022-04-02 11:00:00,22.79,16.48,4.028,7.35,184.3,0.0,817.433,878.5
2022-04-02 12:00:00,25.51,12.48,4.48,8.09,191.1,0.0,817.098,1009.2
2022-04-02 13:00:00,27.81,10.44,3.639,8.74,192.2,0.0,816.225,1069.1
2022-04-02 14:00:00,29.04,8.76,4.945,10.22,241.7,0.0,815.352,1054.6
2022-04-02 15:00:00,29.62,7.93,5.159,11.71,248.6,0.0,814.56,979.5
2022-04-02 16:00:00,29.86,7.42,4.194,9.65,249.2,0.0,813.872,791.3
2022-04-02 17:00:00,29.96,7.59,4.888,10.1,250.7,0.0,813.496,588.6
2022-04-02 18:00:00,29.75,8.1,3.88,8.23,246.4,0.0,813.332,336.6
2022-04-02 19:00:00,28.8,8.52,3.158,6.12,264.8,0.0,813.514,88.0
2022-04-02 20:00:00,26.4,8.78,2.639,5.41,288.5,0.0,814.011,0.4
2022-04-02 21:00:00,24.01,10.59,2.631,5.27,279.2,0.0,814.644,-1.4
2022-04-02 22:00:00,22.78,11.32,1.8,4.52,284.6,0.0,815.43,-1.7
2022-04-02 23:00:00,22.38,12.23,2.022,5.26,266.2,0.0,815.929,-1.9
2022-04-03 00:00:00,21.42,13.34,1.011,3.14,104.0,0.0,816.14,-1.9
2022-04-03 01:00:00,20.51,14.33,0.952,3.45,215.5,0.0,815.933,-1.7
2022-04-03 02:00:00,20.27,13.87,2.761,6.57,323.0,0.0,815.585,-2.1
2022-04-03 03:00:00,19.41,15.37,1.399,3.84,274.8,0.0,815.148,-1.9
2022-04-03 04:00:00,18.5,17.67,1.194,4.58,262.7,0.0,814.673,-1.1
2022-04-03 05:00:00,13.4,29.67,1.421,3.6,351.0,0.0,814.822,0.3
2022-04-03 06:00:00,12.48,28.7,1.104,1.99,8.4,0.0,815.373,-1.3
2022-04-03 07:00:00,11.51,30.65,1.427,2.69,345.8,0.0,815.999,2.7
2022-04-03 08:00:00,12.48,29.44,1.327,2.47,347.6,0.0,816.442,161.4
2022-04-03 09:00:00,15.1,29.31,1.283,2.07,346.0,0.0,816.79,332.0
2022-04-03 10:00:00,19.48,24.58,1.036,2.1,334.4,0.0,816.962,647.2
2022-04-03 11:00:00,23.17,18.78,1.34,3.69,193.6,0.0,816.772,870.3
2022-04-03 12:00:00,25.65,13.41,1.687,4.38,173.0,0.0,816.162,1002.2
2022-04-03 13:00:00,27.93,10.96,2.891,7.74,222.0,0.0,815.242,1064.9
2022-04-03 14:00:00,28.95,8.99,5.448,12.0,243.4,0.0,814.33,1051.3
2022-04-03 15:00:00,29.37,8.64,4.68,11.35,252.6,0.0,813.258,971.5
2022-04-03 16:00:00,29.5,8.63,4.967,10.66,247.7,0.0,812.246,815.9
2022-04-03 17:00:00,30.03,7.83,4.363,11.2,250.9,0.0,811.54,592.2
2022-04-03 18:00:00,29.79,7.16,4.636,10.53,274.0,0.0,811.317,344.3
2022-04-03 19:00:00,28.4,7.32,4.305,9.11,288.7,0.0,811.491,100.8
2022-04-03 20:00:00,26.08,8.42,3.212,7.15,291.9,0.0,811.785,-0.1
2022-04-03 21:00:00,23.93,9.73,1.997,5.34,273.1,0.0,812.332,-1.4
2022-04-03 22:00:00,22.41,11.82,2.217,6.88,264.2,0.0,813.034,-2.1
2022-04-03 23:00:00,22.14,11.57,4.055,8.72,270.8,0.0,813.478,-1.7
2022-04-04 00:00:00,21.15,11.98,1.736,6.29,262.9,0.0,813.523,-1.6
2022-04-04 01:00:00,19.92,12.06,3.18,6.22,290.3,0.0,813.406,-1.4
2022-04-04 02:00:00,19.03,13.73,2.775,6.67,254.8,0.0,813.288,-2.4
2022-04-04 03:00:00,16.96,18.73,2.475,4.98,183.5,0.0,813.097,-0.6
2022-04-04 04:00:00,15.21,21.86,1.467,2.98,196.0,0.0,812.542,-1.4
2022-04-04 05:00:00,14.29,23.59,1.655,2.78,181.8,0.0,812.265,-2.1
2022-04-04 06:00:00,14.56,24.54,1.66,2.99,151.8,0.0,812.293,-1.8
2022-04-04 07:00:00,12.87,28.74,1.254,2.61,187.1,0.0,812.954,8.0
2022-04-04 08:00:00,13.76,26.9,1.335,3.0,197.3,0.0,813.606,164.9
2022-04-04 09:00:00,16.95,23.4,1.914,4.12,196.5,0.0,813.954,427.4
2022-04-04 10:00:00,20.04,19.64,3.426,6.35,182.9,0.0,813.858,679.5
2022-04-04 11:00:00,22.93,15.22,4.642,8.35,196.5,0.0,813.659,883.8
2022-04-04 12:00:00,25.81,11.28,4.043,12.05,198.6,0.0,813.358,921.9
2022-04-04 13:00:00,27.57,7.32,6.628,12.84,278.4,0.0,812.683,1090.7
2022-04-04 14:00:00,28.4,7.09,5.98,12.01,270.3,0.0,811.901,1056.8
2022-04-04 15:00:00,28.84,7.07,6.496,13.54,267.8,0.0,811.003,976.2
2022-04-04 16:00:00,29.11,7.71,6.059,13.46,263.0,0.0,810.231,807.5
2022-04-04 17:00:00,28.68,7.5,7.008,13.31,265.5,0.0,810.08,590.1
2022-04-04 18:00:00,28.0,7.65,6.283,13.71,259.6,0.0,810.203,339.2
2022-04-04 19:00:00,26.74,8.98,5.348,11.11,263.4,0.0,810.762,96.8
2022-04-04 20:00:00,24.42,11.6,4.326,8.52,274.0,0.0,811.537,0.4
2022-04-04 21:00:00,22.31,14.61,3.502,7.69,276.8,0.0,812.281,-1.0
2022-04-04 22:00:00,21.45,16.26,4.541,10.4,277.0,0.0,812.903,-1.4
2022-04-04 23:00:00,20.16,18.04,2.93,8.15,274.7,0.0,813.644,-1.0
2022-04-05 00:00:00,19.49,19.36,1.917,5.22,174.5,0.0,814.134,-1.9
2022-04-05 01:00:00,18.74,21.34,2.699,4.85,185.4,0.0,814.206,-1.5
2022-04-05 02:00:00,17.45,23.84,2.633,4.64,179.9,0.0,813.912,-1.2
2022-04-05 03:00:00,15.66,27.56,2.517,3.88,183.3,0.0,813.669,-1.3
2022-04-05 04:00:00,15.41,28.6,2.298,4.28,171.7,0.0,813.456,-1.6
