"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2021-02-01","23:00 - 0:00","179","°A"
"DV","2021-02-02","23:00 - 0:00","132","°A"
"DV","2021-02-02","0:00 - 1:00","195","°A"
"DV","2021-02-02","1:00 - 2:00","179","°A"
"DV","2021-02-02","2:00 - 3:00","194","°A"
"DV","2021-02-02","3:00 - 4:00","130","°A"
"DV","2021-02-02","4:00 - 5:00","112","°A"
"DV","2021-02-02","5:00 - 6:00","38","°A"
"DV","2021-02-02","6:00 - 7:00","123","°A"
"DV","2021-02-02","7:00 - 8:00","78","°A"
"DV","2021-02-02","8:00 - 9:00","112","°A"
"DV","2021-02-02","9:00 - 10:00","135","°A"
"DV","2021-02-02","10:00 - 11:00","257","°A"
"DV","2021-02-02","11:00 - 12:00","265","°A"
"DV","2021-02-02","12:00 - 13:00","239","°A"
"DV","2021-02-02","13:00 - 14:00","252","°A"
"DV","2021-02-03","23:00 - 0:00","153","°A"
"DV","2021-02-03","0:00 - 1:00","77","°A"
"DV","2021-02-03","1:00 - 2:00","107","°A"
"DV","2021-02-03","2:00 - 3:00","207","°A"
"DV","2021-02-03","3:00 - 4:00","222","°A"
"DV","2021-02-03","4:00 - 5:00","348","°A"
"DV","2021-02-03","5:00 - 6:00","217","°A"
"DV","2021-02-03","6:00 - 7:00","189","°A"
"DV","2021-02-03","7:00 - 8:00","270","°A"
"DV","2021-02-03","8:00 - 9:00","292","°A"
"DV","2021-02-03","9:00 - 10:00","282","°A"
"DV","2021-02-03","10:00 - 11:00","288","°A"
"DV","2021-02-03","11:00 - 12:00","261","°A"
"DV","2021-02-03","12:00 - 13:00","231","°A"
"DV","2021-02-03","13:00 - 14:00","241","°A"
"DV","2021-02-03","14:00 - 15:00","243","°A"
"DV","2021-02-03","15:00 - 16:00","135","°A"
"DV","2021-02-03","16:00 - 17:00","184","°A"
"DV","2021-02-03","17:00 - 18:00","182","°A"
"DV","2021-02-03","18:00 - 19:00","131","°A"
"DV","2021-02-03","19:00 - 20:00","140","°A"
"DV","2021-02-03","20:00 - 21:00","121","°A"
"DV","2021-02-03","21:00 - 22:00","51","°A"
"DV","2021-02-03","22:00 - 23:00","65","°A"
"DV","2021-02-04","23:00 - 0:00","95","°A"
"DV","2021-02-04","0:00 - 1:00","108","°A"
"DV","2021-02-04","1:00 - 2:00","115","°A"
"DV","2021-02-04","2:00 - 3:00","88","°A"
"DV","2021-02-04","3:00 - 4:00","245","°A"
"DV","2021-02-04","4:00 - 5:00","275","°A"
"DV","2021-02-04","5:00 - 6:00","264","°A"
"DV","2021-02-04","6:00 - 7:00","266","°A"
"DV","2021-02-04","7:00 - 8:00","239","°A"
"DV","2021-02-04","8:00 - 9:00","307","°A"
"DV","2021-02-04","9:00 - 10:00","206","°A"
"DV","2021-02-04","10:00 - 11:00","163","°A"
"DV","2021-02-04","11:00 - 12:00","189","°A"
"DV","2021-02-04","12:00 - 13:00","249","°A"
"DV","2021-02-04","13:00 - 14:00","216","°A"
"DV","2021-02-04","14:00 - 15:00","242","°A"
"DV","2021-02-04","15:00 - 16:00","230","°A"
"DV","2021-02-04","16:00 - 17:00","261","°A"
"DV","2021-02-04","17:00 - 18:00","279","°A"
"DV","2021-02-04","18:00 - 19:00","268","°A"
"DV","2021-02-04","19:00 - 20:00","276","°A"
"DV","2021-02-04","20:00 - 21:00","165","°A"
"DV","2021-02-04","21:00 - 22:00","128","°A"
"DV","2021-02-04","22:00 - 23:00","122","°A"
