"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2021-03-01","23:00 - 0:00","133","°A"
"DV","2021-03-02","10:00 - 11:00","251","°A"
"DV","2021-03-02","11:00 - 12:00","232","°A"
"DV","2021-03-02","12:00 - 13:00","205","°A"
"DV","2021-03-02","13:00 - 14:00","191","°A"
"DV","2021-03-02","14:00 - 15:00","201","°A"
"DV","2021-03-02","15:00 - 16:00","175","°A"
"DV","2021-03-02","16:00 - 17:00","207","°A"
"DV","2021-03-02","17:00 - 18:00","218","°A"
"DV","2021-03-02","18:00 - 19:00","272","°A"
"DV","2021-03-02","19:00 - 20:00","213","°A"
"DV","2021-03-02","20:00 - 21:00","160","°A"
"DV","2021-03-02","21:00 - 22:00","94","°A"
"DV","2021-03-02","22:00 - 23:00","102","°A"
"DV","2021-03-03","23:00 - 0:00","175","°A"
"DV","2021-03-03","0:00 - 1:00","93","°A"
"DV","2021-03-03","1:00 - 2:00","237","°A"
"DV","2021-03-03","2:00 - 3:00","210","°A"
"DV","2021-03-03","3:00 - 4:00","149","°A"
"DV","2021-03-03","4:00 - 5:00","62","°A"
"DV","2021-03-03","5:00 - 6:00","100","°A"
"DV","2021-03-03","6:00 - 7:00","176","°A"
"DV","2021-03-03","7:00 - 8:00","245","°A"
"DV","2021-03-03","8:00 - 9:00","280","°A"
"DV","2021-03-03","9:00 - 10:00","272","°A"
"DV","2021-03-03","10:00 - 11:00","257","°A"
"DV","2021-03-03","11:00 - 12:00","246","°A"
"DV","2021-03-03","12:00 - 13:00","235","°A"
"DV","2021-03-03","13:00 - 14:00","220","°A"
"DV","2021-03-03","14:00 - 15:00","183","°A"
"DV","2021-03-03","15:00 - 16:00","203","°A"
"DV","2021-03-03","16:00 - 17:00","210","°A"
"DV","2021-03-03","17:00 - 18:00","165","°A"
"DV","2021-03-03","18:00 - 19:00","173","°A"
"DV","2021-03-03","19:00 - 20:00","169","°A"
"DV","2021-03-03","20:00 - 21:00","172","°A"
"DV","2021-03-03","21:00 - 22:00","148","°A"
"DV","2021-03-03","22:00 - 23:00","127","°A"
"DV","2021-03-04","23:00 - 0:00","198","°A"
"DV","2021-03-04","0:00 - 1:00","72","°A"
"DV","2021-03-04","1:00 - 2:00","84","°A"
"DV","2021-03-04","2:00 - 3:00","101","°A"
"DV","2021-03-04","3:00 - 4:00","119","°A"
"DV","2021-03-04","4:00 - 5:00","233","°A"
"DV","2021-03-04","5:00 - 6:00","206","°A"
"DV","2021-03-04","6:00 - 7:00","202","°A"
"DV","2021-03-04","7:00 - 8:00","278","°A"
"DV","2021-03-04","8:00 - 9:00","262","°A"
"DV","2021-03-04","9:00 - 10:00","165","°A"
"DV","2021-03-04","10:00 - 11:00","260","°A"
"DV","2021-03-04","11:00 - 12:00","244","°A"
"DV","2021-03-04","12:00 - 13:00","220","°A"
"DV","2021-03-04","13:00 - 14:00","210","°A"
"DV","2021-03-04","14:00 - 15:00","197","°A"
"DV","2021-03-04","15:00 - 16:00","232","°A"
"DV","2021-03-04","16:00 - 17:00","244","°A"
"DV","2021-03-04","17:00 - 18:00","262","°A"
"DV","2021-03-04","18:00 - 19:00","242","°A"
"DV","2021-03-04","19:00 - 20:00","274","°A"
"DV","2021-03-04","20:00 - 21:00","269","°A"
