Fecha,Hora,WS
2022-01-08,6,0.322
2022-01-08,7,0.171
2022-01-08,8,0.363
2022-01-08,9,0.18
2022-01-08,10,0.449
2022-01-08,11,1.395
2022-01-08,12,2.078
2022-01-08,13,2.351
2022-01-08,14,1.886
2022-01-08,15,1.646
2022-01-08,16,2.49
2022-01-08,17,2.446
2022-01-08,18,1.72
2022-01-08,19,1.369
2022-01-08,20,1.555
2022-01-08,21,1.191
2022-01-08,22,0.491
2022-01-08,23,0.239
2022-01-09,0,0.23
2022-01-09,1,0.636
2022-01-09,2,0.407
2022-01-09,3,0.38
2022-01-09,4,0.815
2022-01-09,5,0.908
2022-01-09,6,0.978
2022-01-09,7,0.671
2022-01-09,8,1.091
2022-01-09,9,1.272
2022-01-09,10,1.018
2022-01-09,11,1.089
2022-01-09,12,0.624
2022-01-09,13,0.832
2022-01-09,14,1.185
2022-01-09,15,1.147
2022-01-09,16,1.15
2022-01-09,17,1.162
2022-01-09,18,0.895
2022-01-09,19,0.137
2022-01-09,20,0.199
2022-01-09,21,0.178
2022-01-09,22,0.848
2022-01-09,23,0.622
2022-01-10,0,0.833
2022-01-10,1,0.613
2022-01-10,2,1.13
2022-01-10,3,0.779
2022-01-10,4,0.414
2022-01-10,5,0.679
2022-01-10,6,0.779
2022-01-10,7,1.256
2022-01-10,8,0.888
2022-01-10,9,0.682
2022-01-10,10,1.336
2022-01-10,11,1.415
2022-01-10,12,1.44
2022-01-10,13,1.432
2022-01-10,14,1.641
2022-01-10,15,1.543
2022-01-10,16,1.444
2022-01-10,17,1.716
2022-01-10,18,2.317
2022-01-10,19,2.999
2022-01-10,20,2.991
2022-01-10,21,1.128
2022-01-10,22,1.148
2022-01-10,23,0.807
2022-01-11,0,1.345
2022-01-11,1,1.278
2022-01-11,2,1.056
2022-01-11,3,1.095
2022-01-11,4,1.084
2022-01-11,5,1.039
2022-01-11,6,1.016
2022-01-11,7,1.006
2022-01-11,8,0.673
2022-01-11,9,1.205
2022-01-11,10,1.286
2022-01-11,11,1.126
2022-01-11,12,1.149
2022-01-11,13,1.358
2022-01-11,14,1.203
2022-01-11,15,1.57
2022-01-11,16,1.326
2022-01-11,17,0.911
2022-01-11,18,0.654
2022-01-11,19,1.338
2022-01-11,20,1.336
2022-01-11,21,0.98
2022-01-11,22,0.676
2022-01-11,23,1.432
2022-01-12,0,1.5
2022-01-12,1,1.318
2022-01-12,2,1.264
2022-01-12,3,0.937
2022-01-12,4,0.794
2022-01-12,5,0.892
2022-01-12,6,0.967
2022-01-12,7,0.732
2022-01-12,8,0.819
2022-01-12,9,0.856
2022-01-12,10,1.116
2022-01-12,11,0.675
2022-01-12,12,0.741
2022-01-12,13,0.706
2022-01-12,14,0.927
2022-01-12,15,1.304
2022-01-12,16,1.494
2022-01-12,17,1.388
2022-01-12,18,1.323
2022-01-12,19,1.28
2022-01-12,20,1.202
2022-01-12,21,1.646
2022-01-12,22,1.361
2022-01-12,23,1.071
2022-01-13,0,1.197
2022-01-13,1,0.58
2022-01-13,2,1.005
2022-01-13,3,1.315
2022-01-13,4,0.853
2022-01-13,5,0.826
2022-01-13,6,0.898
2022-01-13,7,0.888
2022-01-13,8,0.713
2022-01-13,9,0.585
2022-01-13,10,1.732
2022-01-13,11,1.832
2022-01-13,12,2.411
2022-01-13,13,2.855
2022-01-13,14,2.432
2022-01-13,15,2.433
2022-01-13,16,2.531
2022-01-13,17,2.401
2022-01-13,18,2.246
2022-01-13,19,1.065
2022-01-13,20,0.379
2022-01-13,21,0.347
2022-01-13,22,0.336
2022-01-13,23,0.638
2022-01-14,0,0.786
2022-01-14,1,0.381
2022-01-14,2,0.662
2022-01-14,3,0.582
2022-01-14,4,0.867
2022-01-14,5,0.871
2022-01-14,6,0.904
2022-01-14,7,1.156
2022-01-14,8,1.159
2022-01-14,9,0.923
2022-01-14,10,0.584
2022-01-14,11,1.096
2022-01-14,12,2.026
2022-01-14,13,2.21
2022-01-14,14,2.654
2022-01-14,15,2.367
2022-01-14,16,2.51
2022-01-14,17,1.552
2022-01-14,18,1.37
2022-01-14,19,0.42
2022-01-14,20,0.35
2022-01-14,21,0.216
2022-01-14,22,0.389
2022-01-14,23,0.377
2022-01-15,0,0.342
2022-01-15,1,0.12
2022-01-15,2,0.25
2022-01-15,3,0.398
2022-01-15,4,0.113
2022-01-15,5,0.173
2022-01-15,6,0.228
2022-01-15,7,0.273
2022-01-15,8,0.276
2022-01-15,9,0.573
2022-01-15,10,0.384
2022-01-15,11,1.009
2022-01-15,12,1.081
2022-01-15,13,1.294
2022-01-15,14,1.198
2022-01-15,15,1.455
2022-01-15,16,0.957
2022-01-15,17,0.912
2022-01-15,18,0.382
2022-01-15,19,0.346
2022-01-15,20,0.339
2022-01-15,21,3.281
2022-01-15,22,3.071
2022-01-15,23,3.144
2022-01-16,0,2.487
2022-01-16,1,2.418
2022-01-16,2,2.459
2022-01-16,3,1.836
2022-01-16,4,2.219
2022-01-16,5,2.175
2022-01-16,6,2.341
2022-01-16,7,1.78
2022-01-16,8,1.822
2022-01-16,9,1.769
2022-01-16,10,2.118
2022-01-16,11,1.908
2022-01-16,12,1.629
2022-01-16,13,1.214
2022-01-16,14,1.098
2022-01-16,15,1.356
2022-01-16,16,1.647
2022-01-16,17,1.816
2022-01-16,18,1.282
2022-01-16,19,0.637
2022-01-16,20,0.556
2022-01-16,21,0.305
2022-01-16,22,0.232
2022-01-16,23,0.192
2022-01-17,0,0.297
2022-01-17,1,0.138
2022-01-17,2,0.458
2022-01-17,3,0.99
2022-01-17,4,0.175
2022-01-17,5,0.164
2022-01-17,6,0.325
2022-01-17,7,0.906
2022-01-17,8,0.771
2022-01-17,9,0.865
2022-01-17,10,0.646
2022-01-17,11,0.624
2022-01-17,12,0.815
2022-01-17,13,0.806
2022-01-17,14,0.954
2022-01-17,15,1.288
2022-01-17,16,1.215
2022-01-17,17,1.219
2022-01-17,18,1.406
2022-01-17,19,0.862
2022-01-17,20,0.921
2022-01-17,21,0.316
2022-01-17,22,0.813
2022-01-17,23,0.496
2022-01-18,0,0.313
2022-01-18,1,0.309
2022-01-18,2,0.268
2022-01-18,3,0.282
2022-01-18,4,0.314
2022-01-18,5,0.742
2022-01-18,6,0.571
2022-01-18,7,0.284
2022-01-18,8,0.769
2022-01-18,9,0.779
2022-01-18,10,0.541
2022-01-18,11,1.081
2022-01-18,12,1.539
2022-01-18,13,2.102
2022-01-18,14,2.368
2022-01-18,15,2.605
2022-01-18,16,2.712
2022-01-18,17,2.5
2022-01-18,18,1.591
2022-01-18,19,0.864
2022-01-18,20,0.775
2022-01-18,21,1.073
2022-01-18,22,1.815
2022-01-18,23,2.643
2022-01-19,0,1.752
2022-01-19,1,1.403
2022-01-19,2,1.61
2022-01-19,3,0.835
2022-01-19,4,0.556
2022-01-19,5,0.581
2022-01-19,6,0.259
2022-01-19,7,0.21
2022-01-19,8,0.69
2022-01-19,9,0.933
2022-01-19,10,0.891
2022-01-19,11,0.606
2022-01-19,12,1.087
2022-01-19,13,1.605
2022-01-19,14,1.273
2022-01-19,15,0.885
2022-01-19,16,0.941
2022-01-19,17,1.341
2022-01-19,18,1.036
2022-01-19,19,0.631
2022-01-19,20,0.404
2022-01-19,21,0.293
2022-01-19,22,0.228
2022-01-19,23,0.189
2022-01-20,0,0.297
2022-01-20,1,0.344
2022-01-20,2,0.212
2022-01-20,3,0.201
2022-01-20,4,0.248
2022-01-20,5,0.254
2022-01-20,6,0.147
2022-01-20,7,0.29
2022-01-20,8,0.473
2022-01-20,9,0.433
2022-01-20,10,0.418
2022-01-20,11,0.632
2022-01-20,12,0.582
2022-01-20,13,0.887
2022-01-20,14,1.191
2022-01-20,15,1.034
2022-01-20,16,0.876
2022-01-20,17,0.759
2022-01-20,18,1.1
2022-01-20,19,1.519
2022-01-20,20,1.005
2022-01-20,21,1.358
2022-01-20,22,0.148
2022-01-20,23,0.411
2022-01-21,0,0.102
2022-01-21,1,0.505
2022-01-21,2,0.884
2022-01-21,3,1.834
2022-01-21,4,0.712
2022-01-21,5,0.764
2022-01-21,6,0.633
2022-01-21,7,0.683
2022-01-21,8,0.37
2022-01-21,9,0.271
2022-01-21,10,0.258
2022-01-21,11,0.488
2022-01-21,12,0.301
2022-01-21,13,0.639
2022-01-21,14,0.788
2022-01-21,15,1.287
2022-01-21,16,1.855
2022-01-21,17,1.855
2022-01-21,18,1.686
2022-01-21,19,1.226
2022-01-21,20,1.106
2022-01-21,21,0.356
2022-01-21,22,0.176
2022-01-21,23,0.231
2022-01-22,0,0.113
2022-01-22,1,0.247
2022-01-22,2,0.034
2022-01-22,3,0.07
2022-01-22,4,0.192
2022-01-22,5,0.11
2022-01-22,6,0.36
2022-01-22,7,0.648
2022-01-22,8,0.429
2022-01-22,9,0.832
2022-01-22,10,0.646
2022-01-22,11,1.264
2022-01-22,12,1.777
2022-01-22,13,2.17
2022-01-22,14,2.515
2022-01-22,15,2.729
2022-01-22,16,2.754
2022-01-22,17,1.968
2022-01-22,18,0.895
2022-01-22,19,1.406
2022-01-22,20,0.859
2022-01-22,21,0.139
2022-01-22,22,0.257
2022-01-22,23,0.603
2022-01-23,0,0.279
2022-01-23,1,0.736
2022-01-23,2,1.832
2022-01-23,3,1.811
2022-01-23,4,1.551
2022-01-23,5,0.972
2022-01-23,6,0.765
2022-01-23,7,0.962
2022-01-23,8,1.201
2022-01-23,9,1.294
2022-01-23,10,1.715
2022-01-23,11,0.992
2022-01-23,12,0.857
2022-01-23,13,1.444
2022-01-23,14,2.447
2022-01-23,15,2.466
2022-01-23,16,2.223
2022-01-23,17,2.515
2022-01-23,18,2.231
2022-01-23,19,1.413
2022-01-23,20,1.063
2022-01-23,21,0.568
2022-01-23,22,1.697
2022-01-23,23,0.862
2022-01-24,0,0.473
2022-01-24,1,0.658
2022-01-24,2,0.713
2022-01-24,3,0.999
2022-01-24,4,0.823
2022-01-24,5,0.916
2022-01-24,6,0.251
2022-01-24,7,0.586
2022-01-24,8,0.966
2022-01-24,9,1.593
2022-01-24,10,1.863
2022-01-24,11,2.021
2022-01-24,12,3.555
2022-01-24,13,4.128
2022-01-24,14,3.251
2022-01-24,15,2.887
2022-01-24,16,2.781
2022-01-24,17,2.092
2022-01-24,18,2.559
2022-01-24,19,1.995
2022-01-24,20,2.087
2022-01-24,21,1.001
2022-01-24,22,1.447
2022-01-24,23,0.854
2022-01-25,0,0.847
2022-01-25,1,0.669
2022-01-25,2,0.502
2022-01-25,3,0.805
2022-01-25,4,0.654
2022-01-25,5,0.703
2022-01-25,6,0.875
2022-01-25,7,0.548
2022-01-25,8,0.882
2022-01-25,9,1.008
2022-01-25,10,1.0
2022-01-25,11,1.426
2022-01-25,12,1.701
2022-01-25,13,1.519
2022-01-25,14,1.7
2022-01-25,15,3.086
2022-01-25,16,2.607
2022-01-25,17,2.154
2022-01-25,18,1.825
2022-01-25,19,0.682
2022-01-25,20,0.805
2022-01-25,21,0.624
2022-01-25,22,0.206
2022-01-25,23,0.625
2022-01-26,0,0.411
2022-01-26,1,0.214
2022-01-26,2,0.53
2022-01-26,3,0.24
2022-01-26,4,0.149
2022-01-26,5,0.05
2022-01-26,6,0.306
2022-01-26,7,0.31
2022-01-26,8,0.702
2022-01-26,9,0.39
2022-01-26,10,0.616
2022-01-26,11,1.462
2022-01-26,12,2.487
2022-01-26,13,2.674
2022-01-26,14,2.506
2022-01-26,15,2.561
2022-01-26,16,2.241
2022-01-26,17,2.497
2022-01-26,18,2.75
2022-01-26,19,1.569
2022-01-26,20,0.533
2022-01-26,21,0.972
2022-01-26,22,0.307
2022-01-26,23,0.621
2022-01-27,0,0.146
2022-01-27,1,0.032
2022-01-27,2,0.589
2022-01-27,3,0.397
2022-01-27,4,0.256
2022-01-27,5,0.031
2022-01-27,6,0.089
2022-01-27,7,0.164
2022-01-27,8,0.583
2022-01-27,9,0.491
2022-01-27,10,0.865
2022-01-27,11,1.284
2022-01-27,12,1.869
2022-01-27,13,2.21
2022-01-27,14,2.527
2022-01-27,15,2.835
2022-01-27,16,3.363
2022-01-27,17,3.031
2022-01-27,18,2.81
2022-01-27,19,1.289
2022-01-27,20,0.871
2022-01-27,21,0.582
2022-01-27,22,0.292
2022-01-27,23,0.522
2022-01-28,0,0.832
2022-01-28,1,0.552
2022-01-28,2,0.31
2022-01-28,3,0.289
2022-01-28,4,0.302
2022-01-28,5,0.065
2022-01-28,6,0.152
2022-01-28,7,0.598
2022-01-28,8,0.549
2022-01-28,9,0.502
2022-01-28,10,0.452
2022-01-28,11,0.934
2022-01-28,12,0.876
2022-01-28,13,1.089
2022-01-28,14,1.296
2022-01-28,15,1.398
2022-01-28,16,1.082
2022-01-28,17,1.032
2022-01-28,18,0.696
2022-01-28,19,0.406
2022-01-28,20,1.881
2022-01-28,21,1.736
2022-01-28,22,1.306
2022-01-28,23,1.274
2022-01-29,0,0.986
2022-01-29,1,1.546
2022-01-29,2,1.609
2022-01-29,3,1.446
2022-01-29,4,1.507
2022-01-29,5,1.425
2022-01-29,6,1.309
2022-01-29,7,0.966
2022-01-29,8,0.877
2022-01-29,9,0.746
2022-01-29,10,0.976
2022-01-29,11,1.366
2022-01-29,12,1.264
2022-01-29,13,1.161
2022-01-29,14,1.294
2022-01-29,15,1.078
2022-01-29,16,1.549
2022-01-29,17,1.353
2022-01-29,18,1.091
2022-01-29,19,0.73
2022-01-29,20,0.468
2022-01-29,21,0.161
2022-01-29,22,0.939
2022-01-29,23,1.499
2022-01-30,0,1.279
2022-01-30,1,1.202
2022-01-30,2,1.03
2022-01-30,3,1.165
2022-01-30,4,0.861
2022-01-30,5,0.871
2022-01-30,6,0.82
2022-01-30,7,0.801
2022-01-30,8,1.157
2022-01-30,9,1.336
2022-01-30,10,0.905
2022-01-30,11,0.717
2022-01-30,12,1.735
2022-01-30,13,1.861
2022-01-30,14,3.726
2022-01-30,15,3.13
2022-01-30,16,2.609
2022-01-30,17,3.216
2022-01-30,18,3.205
2022-01-30,19,2.639
2022-01-30,20,1.538
2022-01-30,21,2.554
2022-01-30,22,2.968
2022-01-30,23,3.408
2022-01-31,0,2.787
2022-01-31,1,2.9
2022-01-31,2,2.419
2022-01-31,3,2.496
2022-01-31,4,1.447
2022-01-31,5,0.654
2022-01-31,6,0.559
2022-01-31,7,0.324
2022-01-31,8,0.216
2022-01-31,9,0.645
2022-01-31,10,0.86
2022-01-31,11,1.247
2022-01-31,12,1.902
2022-01-31,13,3.128
2022-01-31,14,3.411
2022-01-31,15,2.545
2022-01-31,16,3.754
2022-01-31,17,3.757
2022-01-31,18,3.695
2022-01-31,19,2.696
2022-01-31,20,1.115
2022-01-31,21,1.637
2022-01-31,22,0.371
2022-01-31,23,0.467
2022-02-01,0,1.389
2022-02-01,1,1.054
2022-02-01,2,0.449
2022-02-01,3,0.559
2022-02-01,4,0.124
2022-02-01,5,0.197
2022-02-01,6,0.258
2022-02-01,7,0.135
2022-02-01,8,0.177
2022-02-01,9,0.637
2022-02-01,10,0.497
2022-02-01,11,1.13
2022-02-01,12,1.884
2022-02-01,13,2.046
2022-02-01,14,3.296
2022-02-01,15,3.612
2022-02-01,16,2.33
2022-02-01,17,2.051
2022-02-01,18,1.793
2022-02-01,19,2.565
2022-02-01,20,1.739
2022-02-01,21,0.873
2022-02-01,22,0.683
2022-02-01,23,0.415
2022-02-02,0,0.839
2022-02-02,1,0.806
2022-02-02,2,0.872
2022-02-02,3,0.768
2022-02-02,4,0.656
2022-02-02,5,0.782
2022-02-02,6,0.234
2022-02-02,7,0.21
2022-02-02,8,0.677
2022-02-02,9,1.547
2022-02-02,10,2.026
2022-02-02,11,1.993
2022-02-02,12,2.247
2022-02-02,13,2.204
2022-02-02,14,2.517
2022-02-02,15,2.454
2022-02-02,16,2.352
2022-02-02,17,2.962
2022-02-02,18,2.669
2022-02-02,19,1.734
2022-02-02,20,0.931
2022-02-02,21,0.733
2022-02-02,22,0.117
2022-02-02,23,0.273
2022-02-03,0,0.744
2022-02-03,1,0.619
2022-02-03,2,0.55
2022-02-03,3,0.867
2022-02-03,4,0.71
2022-02-03,5,0.894
2022-02-03,6,0.823
2022-02-03,7,0.732
2022-02-03,8,0.292
2022-02-03,9,0.959
2022-02-03,10,2.182
2022-02-03,11,2.148
2022-02-03,12,2.311
2022-02-03,13,3.026
2022-02-03,14,2.758
2022-02-03,15,2.66
2022-02-03,16,2.93
2022-02-03,17,3.787
2022-02-03,18,3.481
2022-02-03,19,2.217
2022-02-03,20,1.381
2022-02-03,21,0.973
2022-02-03,22,0.641
2022-02-03,23,0.434
2022-02-04,0,0.442
2022-02-04,1,0.846
2022-02-04,2,0.284
2022-02-04,3,0.589
2022-02-04,4,0.014
2022-02-04,5,0.133
2022-02-04,6,0.186
2022-02-04,7,0.152
2022-02-04,8,0.218
2022-02-04,9,0.44
2022-02-04,10,0.41
2022-02-04,11,0.616
2022-02-04,12,1.99
2022-02-04,13,1.22
2022-02-04,14,1.722
2022-02-04,15,2.096
2022-02-04,16,1.848
2022-02-04,17,2.513
2022-02-04,18,1.744
2022-02-04,19,1.262
2022-02-04,20,0.255
2022-02-04,21,0.842
2022-02-04,22,0.307
2022-02-04,23,2.756
2022-02-05,0,3.408
2022-02-05,1,3.243
2022-02-05,2,2.722
2022-02-05,3,3.071
2022-02-05,4,2.752
2022-02-05,5,2.946
2022-02-05,6,2.403
2022-02-05,7,2.188
2022-02-05,8,2.091
2022-02-05,9,1.567
2022-02-05,10,2.008
2022-02-05,11,2.021
2022-02-05,12,1.942
2022-02-05,13,1.377
2022-02-05,14,0.956
2022-02-05,15,1.747
2022-02-05,16,1.865
2022-02-05,17,1.241
2022-02-05,18,1.22
2022-02-05,19,1.383
2022-02-05,20,0.603
2022-02-05,21,0.243
2022-02-05,22,1.079
2022-02-05,23,0.428
2022-02-06,0,0.161
2022-02-06,1,1.133
2022-02-06,2,0.554
2022-02-06,3,0.247
2022-02-06,4,0.123
2022-02-06,5,0.854
2022-02-06,6,0.504
2022-02-06,7,0.065
2022-02-06,8,0.241
2022-02-06,9,0.357
2022-02-06,10,1.074
2022-02-06,11,1.489
2022-02-06,12,2.052
2022-02-06,13,2.58
2022-02-06,14,3.11
2022-02-06,15,2.776
2022-02-06,16,2.836
2022-02-06,17,2.642
2022-02-06,18,2.555
2022-02-06,19,1.764
2022-02-06,20,0.834
2022-02-06,21,1.51
2022-02-06,22,2.134
2022-02-06,23,0.805
2022-02-07,0,0.812
2022-02-07,1,0.628
2022-02-07,2,0.252
2022-02-07,3,0.158
2022-02-07,4,0.081
2022-02-07,5,0.312
2022-02-07,6,0.124
2022-02-07,7,0.112
2022-02-07,8,0.154
2022-02-07,9,0.43
2022-02-07,10,0.505
2022-02-07,11,1.147
2022-02-07,12,1.311
2022-02-07,13,2.509
2022-02-07,14,2.541
2022-02-07,15,1.698
2022-02-07,16,1.564
2022-02-07,17,1.971
2022-02-07,18,1.682
2022-02-07,19,1.033
2022-02-07,20,1.781
2022-02-07,21,1.819
2022-02-07,22,3.878
2022-02-07,23,3.804
2022-02-08,0,3.653
2022-02-08,1,3.01
2022-02-08,2,3.051
2022-02-08,3,3.196
2022-02-08,4,3.067
2022-02-08,5,2.787
2022-02-08,6,2.756
2022-02-08,7,2.29
2022-02-08,8,2.215
2022-02-08,9,2.505
2022-02-08,10,2.693
2022-02-08,11,2.384
2022-02-08,12,1.747
2022-02-08,13,1.176
2022-02-08,14,1.23
2022-02-08,15,1.67
2022-02-08,16,2.09
2022-02-08,17,1.561
2022-02-08,18,2.221
2022-02-08,19,1.614
2022-02-08,20,0.332
2022-02-08,21,0.122
2022-02-08,22,0.179
2022-02-08,23,0.519
2022-02-09,0,0.517
2022-02-09,1,0.691
2022-02-09,2,0.648
2022-02-09,3,0.746
2022-02-09,4,0.748
2022-02-09,5,0.483
2022-02-09,6,1.017
2022-02-09,7,0.776
2022-02-09,8,0.796
2022-02-09,9,1.059
2022-02-09,10,1.112
2022-02-09,11,0.682
2022-02-09,12,1.114
2022-02-09,13,2.19
2022-02-09,14,2.283
2022-02-09,15,2.284
2022-02-09,16,2.948
2022-02-09,17,2.458
2022-02-09,18,1.659
2022-02-09,19,1.05
2022-02-09,20,0.804
2022-02-09,21,0.96
2022-02-09,22,0.663
2022-02-09,23,0.572
2022-02-10,0,0.647
2022-02-10,1,0.754
2022-02-10,2,0.76
2022-02-10,3,1.457
2022-02-10,4,1.237
2022-02-10,5,0.362
2022-02-10,6,0.775
2022-02-10,7,0.224
2022-02-10,8,0.226
2022-02-10,9,0.754
2022-02-10,10,0.689
2022-02-10,11,1.318
2022-02-10,12,2.179
2022-02-10,13,2.52
2022-02-10,14,2.32
2022-02-10,15,2.433
2022-02-10,16,1.349
2022-02-10,17,1.788
2022-02-10,18,2.091
2022-02-10,19,1.651
2022-02-10,20,0.664
2022-02-10,21,0.219
2022-02-10,22,0.263
2022-02-10,23,0.301
2022-02-11,0,1.173
2022-02-11,1,0.417
2022-02-11,2,0.363
2022-02-11,3,0.351
2022-02-11,4,0.036
2022-02-11,5,0.078
2022-02-11,6,0.071
2022-02-11,7,0.594
2022-02-11,8,0.681
2022-02-11,9,0.812
2022-02-11,10,0.718
2022-02-11,11,0.614
2022-02-11,12,1.537
2022-02-11,13,2.402
2022-02-11,14,2.353
2022-02-11,15,2.238
2022-02-11,16,2.75
2022-02-11,17,2.277
2022-02-11,18,1.335
2022-02-11,19,1.679
2022-02-11,20,1.207
2022-02-11,21,0.81
2022-02-11,22,0.391
2022-02-11,23,0.377
2022-02-12,0,0.519
2022-02-12,1,1.232
2022-02-12,2,0.793
2022-02-12,3,0.367
2022-02-12,4,0.57
2022-02-12,5,0.145
2022-02-12,6,0.549
2022-02-12,7,0.615
2022-02-12,8,0.929
2022-02-12,9,0.724
2022-02-12,10,0.43
2022-02-12,11,0.734
2022-02-12,12,0.825
2022-02-12,13,1.093
2022-02-12,14,1.237
2022-02-12,15,1.541
2022-02-12,16,1.226
2022-02-12,17,1.427
2022-02-12,18,0.883
2022-02-12,19,0.632
2022-02-12,20,0.222
2022-02-12,21,0.388
2022-02-12,22,0.5
2022-02-12,23,0.532
2022-02-13,0,1.316
2022-02-13,1,1.774
2022-02-13,2,1.872
2022-02-13,3,1.667
2022-02-13,4,1.809
2022-02-13,5,1.871
2022-02-13,6,1.429
2022-02-13,7,1.185
2022-02-13,8,1.193
2022-02-13,9,1.546
2022-02-13,10,2.149
2022-02-13,11,2.38
2022-02-13,12,2.408
2022-02-13,13,1.991
2022-02-13,14,2.2
2022-02-13,15,1.558
2022-02-13,16,2.106
2022-02-13,17,0.947
2022-02-13,18,0.678
2022-02-13,19,0.925
2022-02-13,20,1.719
2022-02-13,21,1.112
2022-02-13,22,0.963
2022-02-13,23,1.521
2022-02-14,0,1.655
2022-02-14,1,1.309
2022-02-14,2,1.401
2022-02-14,3,1.742
2022-02-14,4,1.39
2022-02-14,5,1.332
2022-02-14,6,1.08
2022-02-14,7,1.149
2022-02-14,8,1.371
2022-02-14,9,1.195
2022-02-14,10,1.136
2022-02-14,11,1.265
2022-02-14,12,1.098
2022-02-14,13,0.843
2022-02-14,14,0.592
2022-02-14,15,1.094
2022-02-14,16,1.392
2022-02-14,17,1.404
2022-02-14,18,1.229
