"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2022-08-01","23:00 - 0:00","148","°A"
"DV","2022-08-01","0:00 - 1:00","24","°A"
"DV","2022-08-01","1:00 - 2:00","53","°A"
"DV","2022-08-01","2:00 - 3:00","55","°A"
"DV","2022-08-01","3:00 - 4:00","18","°A"
"DV","2022-08-01","4:00 - 5:00","337","°A"
"DV","2022-08-01","5:00 - 6:00","349","°A"
"DV","2022-08-01","6:00 - 7:00","343","°A"
"DV","2022-08-01","7:00 - 8:00","10","°A"
"DV","2022-08-01","8:00 - 9:00","95","°A"
"DV","2022-08-01","9:00 - 10:00","87","°A"
"DV","2022-08-01","10:00 - 11:00","19","°A"
"DV","2022-08-01","11:00 - 12:00","60","°A"
"DV","2022-08-01","12:00 - 13:00","94","°A"
"DV","2022-08-01","13:00 - 14:00","95","°A"
"DV","2022-08-01","14:00 - 15:00","72","°A"
"DV","2022-08-01","15:00 - 16:00","123","°A"
"DV","2022-08-01","16:00 - 17:00","62","°A"
"DV","2022-08-01","17:00 - 18:00","109","°A"
"DV","2022-08-01","18:00 - 19:00","122","°A"
"DV","2022-08-01","19:00 - 20:00","142","°A"
"DV","2022-08-01","20:00 - 21:00","148","°A"
"DV","2022-08-01","21:00 - 22:00","274","°A"
"DV","2022-08-01","22:00 - 23:00","268","°A"
"DV","2022-08-02","23:00 - 0:00","217","°A"
"DV","2022-08-02","0:00 - 1:00","166","°A"
"DV","2022-08-02","1:00 - 2:00","197","°A"
"DV","2022-08-02","2:00 - 3:00","176","°A"
"DV","2022-08-02","3:00 - 4:00","172","°A"
"DV","2022-08-02","4:00 - 5:00","150","°A"
"DV","2022-08-02","5:00 - 6:00","137","°A"
"DV","2022-08-02","6:00 - 7:00","108","°A"
"DV","2022-08-02","7:00 - 8:00","51","°A"
"DV","2022-08-02","8:00 - 9:00","63","°A"
"DV","2022-08-02","9:00 - 10:00","36","°A"
"DV","2022-08-02","10:00 - 11:00","6","°A"
"DV","2022-08-02","11:00 - 12:00","277","°A"
"DV","2022-08-02","12:00 - 13:00","240","°A"
"DV","2022-08-02","13:00 - 14:00","174","°A"
"DV","2022-08-02","14:00 - 15:00","206","°A"
"DV","2022-08-02","15:00 - 16:00","180","°A"
"DV","2022-08-02","16:00 - 17:00","207","°A"
"DV","2022-08-02","17:00 - 18:00","206","°A"
"DV","2022-08-02","18:00 - 19:00","171","°A"
"DV","2022-08-02","19:00 - 20:00","149","°A"
"DV","2022-08-02","20:00 - 21:00","131","°A"
"DV","2022-08-02","21:00 - 22:00","85","°A"
"DV","2022-08-02","22:00 - 23:00","72","°A"
"DV","2022-08-03","23:00 - 0:00","95","°A"
"DV","2022-08-03","0:00 - 1:00","300","°A"
"DV","2022-08-03","1:00 - 2:00","307","°A"
"DV","2022-08-03","2:00 - 3:00","328","°A"
"DV","2022-08-03","3:00 - 4:00","4","°A"
"DV","2022-08-03","4:00 - 5:00","318","°A"
"DV","2022-08-03","5:00 - 6:00","325","°A"
"DV","2022-08-03","6:00 - 7:00","197","°A"
"DV","2022-08-03","7:00 - 8:00","182","°A"
