"Parámetro","Fecha","Hora","Valor","Unidad"
"VV","2022-09-01","23:00 - 0:00","0.663","m/s"
"VV","2022-09-01","0:00 - 1:00","1.641","m/s"
"VV","2022-09-01","1:00 - 2:00","1.466","m/s"
"VV","2022-09-01","2:00 - 3:00","1.585","m/s"
"VV","2022-09-01","3:00 - 4:00","1.096","m/s"
"VV","2022-09-01","4:00 - 5:00","0.403","m/s"
"VV","2022-09-01","5:00 - 6:00","0.478","m/s"
"VV","2022-09-01","6:00 - 7:00","3.089","m/s"
"VV","2022-09-01","7:00 - 8:00","1.381","m/s"
"VV","2022-09-01","8:00 - 9:00","0.795","m/s"
"VV","2022-09-01","9:00 - 10:00","1.230","m/s"
"VV","2022-09-01","10:00 - 11:00","1.713","m/s"
"VV","2022-09-01","11:00 - 12:00","1.252","m/s"
"VV","2022-09-01","12:00 - 13:00","1.093","m/s"
"VV","2022-09-01","13:00 - 14:00","0.970","m/s"
"VV","2022-09-01","14:00 - 15:00","1.427","m/s"
"VV","2022-09-01","15:00 - 16:00","0.982","m/s"
"VV","2022-09-01","16:00 - 17:00","0.982","m/s"
"VV","2022-09-01","17:00 - 18:00","1.022","m/s"
"VV","2022-09-01","18:00 - 19:00","1.050","m/s"
"VV","2022-09-01","19:00 - 20:00","2.515","m/s"
"VV","2022-09-01","20:00 - 21:00","3.606","m/s"
"VV","2022-09-01","21:00 - 22:00","2.036","m/s"
"VV","2022-09-01","22:00 - 23:00","1.962","m/s"
"VV","2022-09-02","23:00 - 0:00","0.879","m/s"
"VV","2022-09-02","0:00 - 1:00","0.729","m/s"
"VV","2022-09-02","1:00 - 2:00","0.763","m/s"
"VV","2022-09-02","2:00 - 3:00","0.759","m/s"
"VV","2022-09-02","3:00 - 4:00","1.309","m/s"
"VV","2022-09-02","4:00 - 5:00","1.698","m/s"
"VV","2022-09-02","5:00 - 6:00","1.986","m/s"
"VV","2022-09-02","6:00 - 7:00","2.511","m/s"
"VV","2022-09-02","7:00 - 8:00","2.211","m/s"
"VV","2022-09-02","8:00 - 9:00","2.180","m/s"
"VV","2022-09-02","9:00 - 10:00","2.039","m/s"
"VV","2022-09-02","10:00 - 11:00","2.232","m/s"
"VV","2022-09-02","11:00 - 12:00","2.219","m/s"
"VV","2022-09-02","12:00 - 13:00","2.612","m/s"
"VV","2022-09-02","13:00 - 14:00","1.520","m/s"
"VV","2022-09-02","14:00 - 15:00","1.879","m/s"
"VV","2022-09-02","15:00 - 16:00","1.439","m/s"
"VV","2022-09-02","16:00 - 17:00","1.722","m/s"
"VV","2022-09-02","17:00 - 18:00","1.873","m/s"
"VV","2022-09-02","18:00 - 19:00","2.444","m/s"
"VV","2022-09-02","19:00 - 20:00","1.943","m/s"
"VV","2022-09-02","20:00 - 21:00","2.630","m/s"
