"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2022-09-01","23:00 - 0:00","179","°A"
"DV","2022-09-01","0:00 - 1:00","52","°A"
"DV","2022-09-01","1:00 - 2:00","42","°A"
"DV","2022-09-01","2:00 - 3:00","47","°A"
"DV","2022-09-01","3:00 - 4:00","77","°A"
"DV","2022-09-01","4:00 - 5:00","146","°A"
"DV","2022-09-01","5:00 - 6:00","125","°A"
"DV","2022-09-01","6:00 - 7:00","193","°A"
"DV","2022-09-01","7:00 - 8:00","206","°A"
"DV","2022-09-01","8:00 - 9:00","281","°A"
"DV","2022-09-01","9:00 - 10:00","309","°A"
"DV","2022-09-01","10:00 - 11:00","83","°A"
"DV","2022-09-01","11:00 - 12:00","88","°A"
"DV","2022-09-01","12:00 - 13:00","92","°A"
"DV","2022-09-01","13:00 - 14:00","139","°A"
"DV","2022-09-01","14:00 - 15:00","95","°A"
"DV","2022-09-01","15:00 - 16:00","117","°A"
"DV","2022-09-01","16:00 - 17:00","107","°A"
"DV","2022-09-01","17:00 - 18:00","143","°A"
"DV","2022-09-01","18:00 - 19:00","149","°A"
"DV","2022-09-01","19:00 - 20:00","178","°A"
"DV","2022-09-01","20:00 - 21:00","170","°A"
"DV","2022-09-01","21:00 - 22:00","115","°A"
"DV","2022-09-01","22:00 - 23:00","108","°A"
"DV","2022-09-02","23:00 - 0:00","140","°A"
"DV","2022-09-02","0:00 - 1:00","207","°A"
"DV","2022-09-02","1:00 - 2:00","116","°A"
"DV","2022-09-02","2:00 - 3:00","131","°A"
"DV","2022-09-02","3:00 - 4:00","77","°A"
"DV","2022-09-02","4:00 - 5:00","45","°A"
"DV","2022-09-02","5:00 - 6:00","49","°A"
"DV","2022-09-02","6:00 - 7:00","26","°A"
"DV","2022-09-02","7:00 - 8:00","138","°A"
"DV","2022-09-02","8:00 - 9:00","246","°A"
"DV","2022-09-02","9:00 - 10:00","266","°A"
"DV","2022-09-02","10:00 - 11:00","157","°A"
"DV","2022-09-02","11:00 - 12:00","124","°A"
"DV","2022-09-02","12:00 - 13:00","56","°A"
"DV","2022-09-02","13:00 - 14:00","111","°A"
"DV","2022-09-02","14:00 - 15:00","149","°A"
"DV","2022-09-02","15:00 - 16:00","186","°A"
"DV","2022-09-02","16:00 - 17:00","167","°A"
"DV","2022-09-02","17:00 - 18:00","74","°A"
"DV","2022-09-02","18:00 - 19:00","60","°A"
"DV","2022-09-02","19:00 - 20:00","56","°A"
"DV","2022-09-02","20:00 - 21:00","46","°A"
"DV","2022-09-02","21:00 - 22:00","44","°A"
"DV","2022-09-02","22:00 - 23:00","50","°A"
"DV","2022-09-03","23:00 - 0:00","51","°A"
"DV","2022-09-03","0:00 - 1:00","226","°A"
"DV","2022-09-03","1:00 - 2:00","210","°A"
"DV","2022-09-03","2:00 - 3:00","126","°A"
"DV","2022-09-03","3:00 - 4:00","198","°A"
"DV","2022-09-03","4:00 - 5:00","172","°A"
"DV","2022-09-03","5:00 - 6:00","58","°A"
"DV","2022-09-03","6:00 - 7:00","52","°A"
"DV","2022-09-03","7:00 - 8:00","235","°A"
"DV","2022-09-03","8:00 - 9:00","186","°A"
"DV","2022-09-03","9:00 - 10:00","116","°A"
"DV","2022-09-03","10:00 - 11:00","60","°A"
"DV","2022-09-03","11:00 - 12:00","48","°A"
"DV","2022-09-03","12:00 - 13:00","50","°A"
"DV","2022-09-03","13:00 - 14:00","50","°A"
"DV","2022-09-03","14:00 - 15:00","48","°A"
"DV","2022-09-03","15:00 - 16:00","56","°A"
"DV","2022-09-03","16:00 - 17:00","46","°A"
"DV","2022-09-03","17:00 - 18:00","52","°A"
"DV","2022-09-03","18:00 - 19:00","51","°A"
"DV","2022-09-03","19:00 - 20:00","45","°A"
"DV","2022-09-03","20:00 - 21:00","44","°A"
"DV","2022-09-03","21:00 - 22:00","41","°A"
"DV","2022-09-03","22:00 - 23:00","38","°A"
"DV","2022-09-04","23:00 - 0:00","40","°A"
"DV","2022-09-04","0:00 - 1:00","90","°A"
"DV","2022-09-04","1:00 - 2:00","244","°A"
"DV","2022-09-04","2:00 - 3:00","267","°A"
"DV","2022-09-04","3:00 - 4:00","306","°A"
"DV","2022-09-04","4:00 - 5:00","234","°A"
"DV","2022-09-04","5:00 - 6:00","196","°A"
"DV","2022-09-04","6:00 - 7:00","83","°A"
"DV","2022-09-04","7:00 - 8:00","200","°A"
"DV","2022-09-04","8:00 - 9:00","80","°A"
"DV","2022-09-04","9:00 - 10:00","60","°A"
"DV","2022-09-04","10:00 - 11:00","44","°A"
"DV","2022-09-04","11:00 - 12:00","57","°A"
"DV","2022-09-04","12:00 - 13:00","49","°A"
"DV","2022-09-04","13:00 - 14:00","50","°A"
"DV","2022-09-04","14:00 - 15:00","49","°A"
"DV","2022-09-04","15:00 - 16:00","48","°A"
"DV","2022-09-04","16:00 - 17:00","48","°A"
"DV","2022-09-04","17:00 - 18:00","46","°A"
"DV","2022-09-04","18:00 - 19:00","44","°A"
"DV","2022-09-04","19:00 - 20:00","52","°A"
"DV","2022-09-04","20:00 - 21:00","47","°A"
"DV","2022-09-04","21:00 - 22:00","47","°A"
"DV","2022-09-04","22:00 - 23:00","36","°A"
"DV","2022-09-05","23:00 - 0:00","80","°A"
"DV","2022-09-05","0:00 - 1:00","138","°A"
"DV","2022-09-05","1:00 - 2:00","107","°A"
"DV","2022-09-05","2:00 - 3:00","195","°A"
"DV","2022-09-05","3:00 - 4:00","54","°A"
"DV","2022-09-05","4:00 - 5:00","48","°A"
"DV","2022-09-05","5:00 - 6:00","50","°A"
"DV","2022-09-05","6:00 - 7:00","38","°A"
"DV","2022-09-05","7:00 - 8:00","35","°A"
"DV","2022-09-05","8:00 - 9:00","49","°A"
"DV","2022-09-05","9:00 - 10:00","84","°A"
"DV","2022-09-05","10:00 - 11:00","64","°A"
"DV","2022-09-05","11:00 - 12:00","87","°A"
"DV","2022-09-05","12:00 - 13:00","110","°A"
"DV","2022-09-05","13:00 - 14:00","117","°A"
"DV","2022-09-05","14:00 - 15:00","138","°A"
"DV","2022-09-05","15:00 - 16:00","127","°A"
"DV","2022-09-05","16:00 - 17:00","131","°A"
"DV","2022-09-05","17:00 - 18:00","139","°A"
"DV","2022-09-05","18:00 - 19:00","250","°A"
"DV","2022-09-05","19:00 - 20:00","180","°A"
"DV","2022-09-05","20:00 - 21:00","232","°A"
"DV","2022-09-05","21:00 - 22:00","48","°A"
"DV","2022-09-05","22:00 - 23:00","97","°A"
"DV","2022-09-06","23:00 - 0:00","132","°A"
"DV","2022-09-06","0:00 - 1:00","177","°A"
"DV","2022-09-06","1:00 - 2:00","172","°A"
"DV","2022-09-06","2:00 - 3:00","171","°A"
"DV","2022-09-06","3:00 - 4:00","193","°A"
"DV","2022-09-06","4:00 - 5:00","127","°A"
"DV","2022-09-06","5:00 - 6:00","112","°A"
"DV","2022-09-06","6:00 - 7:00","85","°A"
"DV","2022-09-06","7:00 - 8:00","88","°A"
"DV","2022-09-06","8:00 - 9:00","88","°A"
"DV","2022-09-06","9:00 - 10:00","150","°A"
"DV","2022-09-06","10:00 - 11:00","240","°A"
"DV","2022-09-06","11:00 - 12:00","73","°A"
"DV","2022-09-06","12:00 - 13:00","123","°A"
"DV","2022-09-06","13:00 - 14:00","161","°A"
"DV","2022-09-06","14:00 - 15:00","172","°A"
"DV","2022-09-06","15:00 - 16:00","172","°A"
"DV","2022-09-06","16:00 - 17:00","180","°A"
"DV","2022-09-06","17:00 - 18:00","177","°A"
"DV","2022-09-06","18:00 - 19:00","190","°A"
"DV","2022-09-06","19:00 - 20:00","202","°A"
"DV","2022-09-06","20:00 - 21:00","221","°A"
"DV","2022-09-06","21:00 - 22:00","205","°A"
"DV","2022-09-06","22:00 - 23:00","210","°A"
"DV","2022-09-07","23:00 - 0:00","195","°A"
"DV","2022-09-07","0:00 - 1:00","191","°A"
"DV","2022-09-07","1:00 - 2:00","191","°A"
"DV","2022-09-07","2:00 - 3:00","99","°A"
"DV","2022-09-07","3:00 - 4:00","220","°A"
"DV","2022-09-07","4:00 - 5:00","233","°A"
"DV","2022-09-07","5:00 - 6:00","303","°A"
"DV","2022-09-07","6:00 - 7:00","289","°A"
"DV","2022-09-07","7:00 - 8:00","291","°A"
"DV","2022-09-07","8:00 - 9:00","255","°A"
"DV","2022-09-07","9:00 - 10:00","100","°A"
"DV","2022-09-07","10:00 - 11:00","237","°A"
"DV","2022-09-07","11:00 - 12:00","179","°A"
"DV","2022-09-07","12:00 - 13:00","207","°A"
"DV","2022-09-07","13:00 - 14:00","172","°A"
"DV","2022-09-07","14:00 - 15:00","146","°A"
"DV","2022-09-07","15:00 - 16:00","249","°A"
"DV","2022-09-07","16:00 - 17:00","259","°A"
"DV","2022-09-07","17:00 - 18:00","247","°A"
"DV","2022-09-07","18:00 - 19:00","270","°A"
"DV","2022-09-07","19:00 - 20:00","211","°A"
"DV","2022-09-07","20:00 - 21:00","229","°A"
"DV","2022-09-07","21:00 - 22:00","113","°A"
"DV","2022-09-07","22:00 - 23:00","65","°A"
"DV","2022-09-08","23:00 - 0:00","144","°A"
"DV","2022-09-08","0:00 - 1:00","44","°A"
"DV","2022-09-08","1:00 - 2:00","208","°A"
"DV","2022-09-08","2:00 - 3:00","267","°A"
"DV","2022-09-08","3:00 - 4:00","194","°A"
"DV","2022-09-08","4:00 - 5:00","298","°A"
"DV","2022-09-08","5:00 - 6:00","303","°A"
"DV","2022-09-08","6:00 - 7:00","245","°A"
"DV","2022-09-08","7:00 - 8:00","314","°A"
"DV","2022-09-08","8:00 - 9:00","319","°A"
"DV","2022-09-08","9:00 - 10:00","236","°A"
"DV","2022-09-08","10:00 - 11:00","265","°A"
"DV","2022-09-08","11:00 - 12:00","287","°A"
"DV","2022-09-08","12:00 - 13:00","207","°A"
"DV","2022-09-08","13:00 - 14:00","125","°A"
"DV","2022-09-08","14:00 - 15:00","155","°A"
"DV","2022-09-08","15:00 - 16:00","188","°A"
"DV","2022-09-08","16:00 - 17:00","198","°A"
"DV","2022-09-08","17:00 - 18:00","263","°A"
"DV","2022-09-08","18:00 - 19:00","273","°A"
"DV","2022-09-08","19:00 - 20:00","263","°A"
"DV","2022-09-08","20:00 - 21:00","238","°A"
"DV","2022-09-08","21:00 - 22:00","195","°A"
"DV","2022-09-08","22:00 - 23:00","41","°A"
"DV","2022-09-09","23:00 - 0:00","111","°A"
"DV","2022-09-09","0:00 - 1:00","190","°A"
"DV","2022-09-09","1:00 - 2:00","75","°A"
"DV","2022-09-09","2:00 - 3:00","36","°A"
"DV","2022-09-09","3:00 - 4:00","49","°A"
"DV","2022-09-09","4:00 - 5:00","103","°A"
"DV","2022-09-09","5:00 - 6:00","186","°A"
"DV","2022-09-09","6:00 - 7:00","185","°A"
"DV","2022-09-09","7:00 - 8:00","37","°A"
"DV","2022-09-09","8:00 - 9:00","19","°A"
"DV","2022-09-09","9:00 - 10:00","138","°A"
"DV","2022-09-09","10:00 - 11:00","165","°A"
"DV","2022-09-09","11:00 - 12:00","174","°A"
"DV","2022-09-09","12:00 - 13:00","152","°A"
"DV","2022-09-09","13:00 - 14:00","190","°A"
"DV","2022-09-09","14:00 - 15:00","184","°A"
"DV","2022-09-09","15:00 - 16:00","226","°A"
"DV","2022-09-09","16:00 - 17:00","259","°A"
"DV","2022-09-09","17:00 - 18:00","198","°A"
"DV","2022-09-09","18:00 - 19:00","222","°A"
"DV","2022-09-09","19:00 - 20:00","210","°A"
"DV","2022-09-09","20:00 - 21:00","295","°A"
"DV","2022-09-09","21:00 - 22:00","219","°A"
"DV","2022-09-09","22:00 - 23:00","222","°A"
"DV","2022-09-10","23:00 - 0:00","223","°A"
"DV","2022-09-10","0:00 - 1:00","187","°A"
"DV","2022-09-10","1:00 - 2:00","137","°A"
"DV","2022-09-10","2:00 - 3:00","131","°A"
"DV","2022-09-10","3:00 - 4:00","104","°A"
"DV","2022-09-10","4:00 - 5:00","229","°A"
"DV","2022-09-10","5:00 - 6:00","232","°A"
"DV","2022-09-10","6:00 - 7:00","73","°A"
"DV","2022-09-10","7:00 - 8:00","29","°A"
"DV","2022-09-10","8:00 - 9:00","150","°A"
"DV","2022-09-10","9:00 - 10:00","293","°A"
"DV","2022-09-10","10:00 - 11:00","286","°A"
"DV","2022-09-10","11:00 - 12:00","217","°A"
"DV","2022-09-10","12:00 - 13:00","214","°A"
"DV","2022-09-10","13:00 - 14:00","193","°A"
"DV","2022-09-10","14:00 - 15:00","175","°A"
"DV","2022-09-10","15:00 - 16:00","95","°A"
"DV","2022-09-10","16:00 - 17:00","163","°A"
"DV","2022-09-10","17:00 - 18:00","79","°A"
"DV","2022-09-10","18:00 - 19:00","47","°A"
"DV","2022-09-10","19:00 - 20:00","61","°A"
"DV","2022-09-10","20:00 - 21:00","117","°A"
"DV","2022-09-10","21:00 - 22:00","180","°A"
"DV","2022-09-10","22:00 - 23:00","94","°A"
"DV","2022-09-11","23:00 - 0:00","45","°A"
"DV","2022-09-11","0:00 - 1:00","101","°A"
"DV","2022-09-11","1:00 - 2:00","181","°A"
"DV","2022-09-11","2:00 - 3:00","113","°A"
"DV","2022-09-11","3:00 - 4:00","59","°A"
"DV","2022-09-11","4:00 - 5:00","28","°A"
"DV","2022-09-11","5:00 - 6:00","44","°A"
"DV","2022-09-11","6:00 - 7:00","102","°A"
"DV","2022-09-11","7:00 - 8:00","176","°A"
"DV","2022-09-11","8:00 - 9:00","155","°A"
"DV","2022-09-11","9:00 - 10:00","93","°A"
"DV","2022-09-11","10:00 - 11:00","62","°A"
"DV","2022-09-11","11:00 - 12:00","79","°A"
"DV","2022-09-11","12:00 - 13:00","62","°A"
"DV","2022-09-11","13:00 - 14:00","59","°A"
"DV","2022-09-11","14:00 - 15:00","53","°A"
"DV","2022-09-11","15:00 - 16:00","59","°A"
"DV","2022-09-11","16:00 - 17:00","123","°A"
"DV","2022-09-11","17:00 - 18:00","96","°A"
"DV","2022-09-11","18:00 - 19:00","76","°A"
"DV","2022-09-11","19:00 - 20:00","44","°A"
"DV","2022-09-11","20:00 - 21:00","45","°A"
"DV","2022-09-11","21:00 - 22:00","36","°A"
"DV","2022-09-11","22:00 - 23:00","45","°A"
"DV","2022-09-12","23:00 - 0:00","38","°A"
"DV","2022-09-12","0:00 - 1:00","127","°A"
"DV","2022-09-12","1:00 - 2:00","236","°A"
"DV","2022-09-12","2:00 - 3:00","198","°A"
"DV","2022-09-12","3:00 - 4:00","282","°A"
"DV","2022-09-12","4:00 - 5:00","109","°A"
"DV","2022-09-12","5:00 - 6:00","32","°A"
"DV","2022-09-12","6:00 - 7:00","38","°A"
"DV","2022-09-12","7:00 - 8:00","39","°A"
"DV","2022-09-12","8:00 - 9:00","35","°A"
"DV","2022-09-12","9:00 - 10:00","78","°A"
"DV","2022-09-12","10:00 - 11:00","106","°A"
