"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2022-10-01","23:00 - 0:00","230","°A"
"DV","2022-10-01","0:00 - 1:00","272","°A"
"DV","2022-10-01","1:00 - 2:00","226","°A"
"DV","2022-10-01","2:00 - 3:00","233","°A"
"DV","2022-10-01","3:00 - 4:00","215","°A"
"DV","2022-10-01","4:00 - 5:00","292","°A"
"DV","2022-10-01","5:00 - 6:00","164","°A"
"DV","2022-10-01","6:00 - 7:00","153","°A"
"DV","2022-10-01","7:00 - 8:00","198","°A"
"DV","2022-10-01","8:00 - 9:00","111","°A"
"DV","2022-10-01","9:00 - 10:00","281","°A"
"DV","2022-10-01","10:00 - 11:00","226","°A"
"DV","2022-10-01","11:00 - 12:00","190","°A"
"DV","2022-10-01","12:00 - 13:00","231","°A"
"DV","2022-10-01","13:00 - 14:00","217","°A"
"DV","2022-10-01","14:00 - 15:00","178","°A"
"DV","2022-10-01","15:00 - 16:00","150","°A"
"DV","2022-10-01","16:00 - 17:00","95","°A"
"DV","2022-10-01","17:00 - 18:00","75","°A"
"DV","2022-10-01","18:00 - 19:00","43","°A"
"DV","2022-10-01","19:00 - 20:00","49","°A"
"DV","2022-10-01","20:00 - 21:00","45","°A"
"DV","2022-10-01","21:00 - 22:00","48","°A"
"DV","2022-10-01","22:00 - 23:00","186","°A"
"DV","2022-10-02","23:00 - 0:00","286","°A"
"DV","2022-10-02","0:00 - 1:00","169","°A"
"DV","2022-10-02","1:00 - 2:00","229","°A"
"DV","2022-10-02","2:00 - 3:00","77","°A"
"DV","2022-10-02","3:00 - 4:00","187","°A"
"DV","2022-10-02","4:00 - 5:00","290","°A"
"DV","2022-10-02","5:00 - 6:00","210","°A"
"DV","2022-10-02","6:00 - 7:00","216","°A"
"DV","2022-10-02","7:00 - 8:00","171","°A"
"DV","2022-10-02","8:00 - 9:00","251","°A"
"DV","2022-10-02","9:00 - 10:00","239","°A"
"DV","2022-10-02","10:00 - 11:00","272","°A"
"DV","2022-10-02","11:00 - 12:00","228","°A"
"DV","2022-10-02","12:00 - 13:00","224","°A"
"DV","2022-10-02","13:00 - 14:00","143","°A"
"DV","2022-10-02","14:00 - 15:00","113","°A"
"DV","2022-10-02","15:00 - 16:00","177","°A"
"DV","2022-10-02","16:00 - 17:00","165","°A"
"DV","2022-10-02","17:00 - 18:00","172","°A"
"DV","2022-10-02","18:00 - 19:00","135","°A"
"DV","2022-10-02","19:00 - 20:00","180","°A"
"DV","2022-10-02","20:00 - 21:00","168","°A"
"DV","2022-10-02","21:00 - 22:00","62","°A"
"DV","2022-10-02","22:00 - 23:00","58","°A"
"DV","2022-10-03","23:00 - 0:00","146","°A"
"DV","2022-10-03","0:00 - 1:00","279","°A"
"DV","2022-10-03","1:00 - 2:00","45","°A"
"DV","2022-10-03","2:00 - 3:00","35","°A"
"DV","2022-10-03","3:00 - 4:00","95","°A"
"DV","2022-10-03","4:00 - 5:00","294","°A"
"DV","2022-10-03","5:00 - 6:00","316","°A"
"DV","2022-10-03","6:00 - 7:00","303","°A"
"DV","2022-10-03","7:00 - 8:00","281","°A"
"DV","2022-10-03","8:00 - 9:00","311","°A"
